articleID:ID(Article)	title
19368	Extraction of non-rigid moving objects from a video with interactive image cutout and seed-line tracking.
19369	P2P traffic localization by forcing packet loss.
19370	Affective retrieval - Multimedia data retrieval based on impression.
19371	On optimal light-trail assignment for multicast traffic with grooming capabilities support.
19372	Comprehensive assessment of 3D visual images.
19373	Preference Utility algorithm using GPGPU architecture.
19374	A study on gait recognition using LPC cepstrum for mobile terminal.
19375	Mapping of nearest neighbor for classification.
19376	Approaches to analyze requirements of billing management for cloud computing services.
19377	Type-2 micro virtual machine monitor for ARM-based mobile systems.
19378	Analysis of programming competency for PEAS system innovation - PEAS System - Programming experience assessment scale system.
19379	Universal Words relationship question-answering from UNL Ontology.
19380	A framework for evaluating software design pattern specification languages.
19381	Interactive information delivery system based on active information resources.
19382	Smart enterprise - Multi-agent solution for holonic enterprise resource management.
19383	Automated evaluation of interest point detectors.
19384	The future of enterprise computing.
19385	Instant distributed minimum diameter tree construction for scalable application layer multicast.
19386	Combination of local and remote controllers design for a networked control system.
19387	An approach to the generalization of firewall rules.
19388	Scenario specification based testing model generation.
19389	A study of tax e-filing acceptance model - A structural equation modeling approach.
19390	Analysis of impression received from reverse perspective illusion to create innovative advertising.
19391	Design &amp; deployment of an Enterprise Grade Real-time Multi Agent System for supply chain synchronization.
19392	Reuse environments for software artifacts - Analysis framework.
19393	An approach to service dynamic reconfiguration using probabilistic model checking.
19394	Towards Music Information Retrieval driven by EEG signals - Architecture and preliminary experiments.
19395	An architecture of operating system utilizing non-volatile main memory and heterogeneous multi-core.
19396	Inconsistencies of connection for heterogeneity and a new relation discovery method that solved them.
19397	Analyzing relationship between the number of errors in review and debug processes for embedded software development projects.
19398	Towards an intelligent information research system based on the human behavior - Recognition of user emotional state.
19399	A probabilistic integrity checking approach for dynamic data in untrusted cloud storage.
19400	Implementing the device driver of external human interaction device for the Android.
19401	Development of an analysis tool for mitochondrial DNA haplogrouping.
19402	A investigation of opinions and demands of new farming applicants of Japan using concept graph in the questionnaire survey.
19403	On embedded programming education with a tiny Lisp.
19404	Prototyping and evaluating a wireless sensor network for easy installation.
19405	Reusable business tier architecture driven by a wide typed service.
19406	Feature discovery in relevance feedback using pattern mining.
19407	A survey on the usability and effectiveness of web-based trust rating systems.
19408	A model of cloud data secure storage based on HDFS.
19409	Multi-agent technology for designing adaptive business processes.
19410	Automated proof for equivalence of telephone systems.
19411	Strengthening the rice production in Thailand through Community Rice Centers (CRCs) using ICT policies.
19412	An on-the-fly provenance tracking mechanism for stream processing systems.
19413	A hybrid parallel algorithm for computer simulation of Electrocardiogram based on a CPU-GPU cluster.
19414	Design and implementation of multiagent-based distributed backup system.
19415	Reduction of resolution for binary images by an octal grid graph representation model.
19416	Chemical space visualization using ViFrame.
19417	A modeling approach to identify factors associated with infant mortality in Russia.
19418	The configurable structure for Discrete Hilbert Transform via systolic array.
19419	Online chemical symbol recognition for handwritten chemical expression recognition.
19420	A study of requirement definition in user-oriented virtual network architecture.
19421	A knowledge-based support method for autonomous service operations after disasters.
19422	Mining rare association rules in a distributed environment using multiple minimum supports.
19423	Improving performance of JNA by using LLVM JIT compiler.
19424	A study on the consumer adoption behaviors of Internet Bank.
19425	Smart solutions - Multi-agent technology for real-time enterprise resource management.
19426	Design environment of intelligent multiagent systems.
19427	An approach to representing and utilizing specification pattern knowledge for computer-aided formalization of requirements.
19428	Research of intelligent search engine based on computer vision.
19429	Subsequence based treatment failure detection and intervention in image guided radiotherapy.
19430	Multiple-mode floating-point multiply-add fused unit for trading accuracy with power consumption.
19431	A support system for helping to understand a project in software maintenance using the program package name.
19432	Document similarity estimation for sentiment analysis using neural network.
19433	Research on measuring semantic correlation based on the Wikipedia hyperlink network.
19434	Bookmark recommendation in social bookmarking services using Wikipedia.
19435	Layout-tree-based approach for identifying visually similar blocks in a web page.
19436	Towards constructing application-level GPU computation states.
19437	Analysis of offense tactics of basketball games using link prediction.
19438	BSP-based support vector regression machine parallel framework.
19439	Facial expression recognition by analyzing features of conceptual regions.
19440	An application of scale-invariant feature transform in iris recognition.
19441	A novel approach for code match in iris recognition.
19442	A study on the customer satisfaction and using intention of e-learning.
19443	A study on the continuous using intention of traveling website.
19444	Development of a Full-Body Interaction Digital Game for Children to Learn Vegetation Succession.
19445	Assessing Player Motivations and Expectations within a Gameplay Experience Model Proposal.
19446	The TARDIS Framework - Intelligent Virtual Agents for Social Coaching in Job Interviews.
19447	OUTLIVE - An Augmented Reality Multi-user Board Game Played with a Mobile Device.
19448	Onomatrack - Quick Recording of User&apos;s Rhythmic Ideas Using Onomatopoeia.
19449	Musical Interaction Design for Real-Time Score Recognition towards Applications for Musical Learning and Interactive Art.
19450	The Art of Tug of War - Investigating the Influence of Remote Touch on Social Presence in a Distributed Rope Pulling Game.
19451	Web Analytics - The New Purpose towards Predictive Mobile Games.
19452	How to Make Tangible Games and Not Die in the Attempt.
19453	Touch, Taste, and Smell - Multi-sensory Entertainment.
19454	Between Music and Games - Interactive Sonic Engagement with Emergent Behaviors.
19455	An Author-Centric Approach to Procedural Content Generation.
19456	Linear Logic Validation and Hierarchical Modeling for Interactive Storytelling Control.
19457	Providing Adaptive Visual Interface Feedback in Massively Multiplayer Online Games.
19458	Meaning in Life as a Source of Entertainment.
19459	Eat&amp;Travel - A New Immersive Dining Experience for Restaurants.
19460	Persuasive Elements in Videogames - Effects on Player Performance and Physiological State.
19461	Evaluation of the Dialogue Information Function of Interactive Puppet Theater - A Puppet-Show System for Deaf Children.
19462	Singing Like a Tenor without a Real Voice.
19463	An Experimental Approach to Identifying Prominent Factors in Video Game Difficulty.
19464	Evaluating Human-like Behaviors of Video-Game Agents Autonomously Acquired with Biological Constraints.
19465	Goin&apos; Goblins - Iterative Design of an Entertaining Archery Experience.
19466	Engaging Users in Audio Labelling as a Movie Browsing Game with a Purpose.
19467	Creating Immersive Audio and Lighting Based Physical Exercise Games for Schoolchildren.
19468	Music Puzzle - An Audio-Based Computer Game That Inspires to Train Listening Abilities.
19469	Enabling Interactive Bathroom Entertainment Using Embedded Touch Sensors in the Bathtub.
19470	Toinggg - How Changes in Children&apos;s Activity Level Influence Creativity in Open-Ended Play.
19471	Touch Me, Tilt Me - Comparing Interaction Modalities for Navigation in 2D and 3D Worlds on Mobiles.
19472	Audio-Haptic Rendering of Water Being Poured from Sake Bottle.
19473	Living Chernoff Faces - Bringing Drama and Infotainment to Public Displays.
19474	Character Visualization in Miniature Environments with an Optical See-through Head-Mounted Display.
19475	Possibility of Analysis of &quot;Big Data&quot; of Kabuki Play in 19th Century Using the Mathematical Model of Hit Phenomena.
19476	MARIO - Mid-Air Augmented RealityInteraction with Objects.
19477	Game Flux Analysis with Provenance.
19478	Virtual Robotization of the Human Body via Data-Driven Vibrotactile Feedback.
19479	A Face-Like Structure Detection on Planet and Satellite Surfaces Using Image Processing.
19480	Tinkering in Scientific Education.
19481	Modeling Player-Character Engagement in Single-Player Character-Driven Games.
19482	Non-branching Interactive Comics.
19483	BOLLOCKS!! Designing Pervasive Games That Play with the Social Rules of Built Environments.
19484	Cuddly - Enchant Your Soft Objects with a Mobile Phone.
19485	The ToyVision Toolkit for Tangible Games.
19486	Ball of Secrets.
19487	Comparing Game User Research Methodologies for the Improvement of Level Design in a 2-D Platformer.
19488	&apos;P.S.(Postscript)&apos; - Hearing of Your Heartstring.
19489	Children Ideation Workshop - Creative Low-Fidelity Prototyping of Game Ideas.
19490	The Challenge of Automatic Level Generation for Platform Videogames Based on Stories and Quests.
19491	GuideMe - A Mobile Augmented Reality System to Display User Manuals for Home Appliances.
19492	Petanko Roller - A VR System with a Rolling-Pin Haptic Interface for Entertainment.
19493	Dosukoi-Tap - The Virtual Paper Sumo Game.
19494	Emoballoon - A Balloon-Shaped Interface Recognizing Social Touch Interactions.
19495	DropNotes - A Music Composition Interface Utilizing the Combination of Affordances of Tangible Objects.
19496	Could the Player&apos;s Engagement in a Video Game Increase His/Her Interest in Science?
19497	Theory and Application of the Colloidal Display - Programmable Bubble Screen for Computer Entertainment.
19498	Six Enablers of Instant Photo Sharing Experiences in Small Groups Based on the Field Trial of Social Camera.
19499	Attack on the Clones - Managing Player Perceptions of Visual Variety and Believability in Video Game Crowds.
19500	ZooMor - Three Stages of Play for a Sleeping Creature.
19501	Advances in MASELTOV - Serious Games in a Mobile Ecology of Services for Social Inclusion and Empowerment of Recent Immigrants.
19502	Building an Intelligent, Authorable Serious Game for Autistic Children and Their Carers.
19503	Multi-sensor Interactive Systems for Embodied Learning Games.
19504	A Framework for Evaluating Behavior Change Interventions through Gaming.
19505	Return of the Man-Machine Interface - Violent Interactions.
19506	Photochromic Carpet - Playful Floor Canvas with Color-Changing Footprints.
19507	eVision - A Mobile Game to Improve Environmental Awareness.
19508	Why Does It Always Rain on Me? Influence of Gender and Environmental Factors on Usability, Technology Related Anxiety and Immersion in Virtual Environments.
19509	Mood Dependent Music Generator.
19510	Paintrix - Color Up Your Life!
19511	A Tangible Platform for Mixing and Remixing Narratives.
19512	Network Shogi Environment with Discussion Support after Games.
19513	Block Device System with Pattern Definition Capability by Visible Light.
19514	Hospital Hero - A Game for Reducing Stress and Anxiety of Hospitalized Children in Emergency Room.
19515	GlowSteps - A Decentralized Interactive Play Environment for Open-Ended Play.
19516	Social Believability in Games.
19517	D-FLIP - Dynamic and Flexible Interactive PhotoShow.
19518	Computer Entertainment in Cars and Transportation.
19519	PukaPuCam - Enhance Travel Logging Experience through Third-Person View Camera Attached to Balloons.
19520	Ouch! How Embodied Damage Indicators in First-Person Shooting Games Impact Gaming Experience.
19521	Social Media Data Relevant for Measuring Key Performance Indicators? A Content Analysis Approach.
19522	Collaborative Business Model Innovation Process for Networked Services.
19523	Association Rules in Web Usage Logfile Data - Empirical Insights into the Use of User-Generated Web Site Features.
19524	Measuring Supportiveness of the Internet and Mobile Platforms for Personalized Ad.
19525	A Social Referral Mechanism on e-Marketplace.
19526	Forecasting Online Advertising Campaigns in the Wild.
19527	Fool&apos;s Gold? Developer Dilemmas in a Closed Mobile Application Market Platform.
19528	Ranking for the Top - A Misconception of Search Engine Advertisers.
19529	The Matthew Effect in Online Review Helpfulness.
19530	Leaving the Tier - An Examination of Asymmetry in Pricing Patterns in Online High Tech Shops.
19531	Mobile Credit Payment - Innovation for Leadership in E-Commerce.
19532	Understanding Individuals&apos; Switching of eService - An Empirical Study of Social Network Games Switching Intentions in China.
19533	Digital Inequality on Global Online Knowledge Exchange Platforms.
19534	An empirical study of botnets on university networks using low-interaction honeypots.
19535	Vector space secret sharing and an efficient algorithm to construct a φ function.
19536	IMAIDS - intelligent mobile agent-based intrusion detection system.
19537	Generalization refactorings for reusable aspects.
19538	MoReCon - a mobile restful context-aware middleware.
19539	Supporting feature location and mining of software repositories on the Amazon EC2.
19540	A living lab approach for collaboration and innovative thinking in the CS curriculum.
19541	Developing computational models - some aspects of conceptualization and implementation.
19542	Network reconnaissance, attack, and defense laboratories for an introductory cyber-security course.
19543	Making mathematical reasoning fun - web-integrated, collaborative, and &quot;hands-on&quot; techniques.
19544	Formal verification of change making algorithms.
19545	An MDE solution for the development of robotic device drivers.
19546	The adjustable grid - a grid-based cursor control solution using speech recognition.
19547	Damage tracker - a cloud and mobile system for collecting damage information after natural disasters.
19548	Identifying likely student dropouts using fuzzy inferencing.
19549	Novel method for using Q-learning in small microcontrollers.
19550	Altering CS perceptions - using personal robots to change attitudes, increase confidence, and expand knowledge.
19551	Towards a recursive iterative preconditioner.
19552	Texture classification of landsat TM imagery using Bayes point machine.
19553	A graphical interface for private cloud and cluster management.
19554	Automated parameter estimation process for clustering algorithms used in software maintenance.
19555	An environment for automated power measurements on mobile computing platforms.
19556	Time-efficient architecture for face detection from images using support vector machine.
19557	Improving access control for browsers using dynamic scoping.
19558	A taxonomy of protocol frameworks and gap analysis for adaptive publish/subscribe distributed realtime embedded systems.
19559	Comparing NoSQL MongoDB to an SQL DB.
19560	Minimizing energy consumption in surveillance sensor networks using clusterization.
19561	A wellness Android application with social networking capabilities.
19562	Mining probabilistic generalized frequent itemsets in uncertain databases.
19563	Using artificial neural networks to predict first-year traditional students second year retention rates.
19564	Evolution of digital forensics in virtualization by using virtual machine introspection.
19565	Consistency checking in privacy-aware access control.
19566	New genetic algorithm with a maximal information coefficient based mutation.
19567	Applying static analysis to high-dimensional malicious application detection.
19568	parallel_dp - the parallel dynamic programming design pattern as an Intel® threading building blocks algorithm template.
19569	Review spam detector with rating consistency check.
19570	The age of social machines (and the internet of things).
19571	A C++ library for rapid development of efficient parallel dense linear algebra codes for multicore computers.
19572	Observing industrial control system attacks launched via metasploit framework.
19573	ASAP - ad-hoc streaming adaptive protocol for supporting P2P streaming over vehicular ad-hoc networks.
19574	Lightweight IBE scheme for Wireless Sensor nodes.
19575	Time-domain and frequency-domain muting schemes for interference co-ordination in LTE heterogeneous networks.
19576	Improving the performance metrics of beacon enabled IEEE 802.15.4 using adaptive synchronization algorithm for reliable communication.
19577	Analysis of energy efficient ECC and TinySec based security schemes in Wireless Sensor Networks.
19578	Estimators for global information in mobile opportunistic network.
19579	Reliability analytical measurement to design Wireless Mesh Networks.
19580	SDN based architecture for QoS enabled services across networks with dynamic service level agreement.
19581	On-demand routing for multimedia communication through Cognitive Radio Networks using sample division multiplexing.
19582	On downstream coax framing in EPON protocol over coax (EPoC).
19583	Intellectus - Network topology and connectivity control.
19584	Estimation of coverage areas in microcells.
19585	A collision-based beacon rate adaptation scheme(CBA) for VANETs.
19586	Efficient SON handover scheme for enterprise Femtocell networks.
19587	Surpassing flow fairness in a mesh network - How to ensure equity among end users?
19588	Real time vehicular traffic estimation using cellular infrastructure.
19589	Distance realization problem in Network Tomography - A heuristic approach.
19590	Eigenvalue detection based method to mitigate PUEA in cognitive radio networks.
19591	Towards energy efficiency in optical access networks [Invited].
19592	ONE - Performance evaluation of coordinated multi-layer, multi-vendor network management eco-system.
19593	POST - A scalable optical data center network.
19594	Resource allocation model based on Particle Swarm Optimization for OFDMA macro-femtocell networks.
19595	Disaster-aware data-center and content placement in cloud networks.
19596	Adaptive RACH congestion management to support M2M communication in 4G LTE networks.
19597	Routing, wavelength assignment and spectrum allocation for reconfigurable optical mesh networks having a combination of fixed and Flexible Spectrum ROADM nodes.
19598	Design and simulation of a chirped Fiber Bragg Grating based demultiplexer for ultra dense Wavelength Division Multiplexing based Passive Optical Networks.
19599	Critical sensor density for fault-tolerant coverage in 3D heterogeneous wireless sensor networks.
19600	Lightweight service announcement - The case for Wi-Fi M2M service providers.
19601	Trade-off between latency and coverage in cooperative radio access networks.
19602	Rank and MIMO mode adaptation in LTE.
19603	On fault tolerance in data center network virtualization architectures.
19604	Toward optimizing disk-to-disk transfer on 100G networks.
19605	A new optimal delay and energy efficient coordination algorithm for WSAN.
19606	Network coding based reliable and efficient data transfer for Smart Grid monitoring.
19607	An efficient approach of backup reprovisioning for multiple link failures in WDM optical networks.
19608	Performance evaluation of ant based routing protocol for WSNs with Heterogeneous nodes under different radio propagation models.
19609	User control of quality of experience in home networks using SDN.
19610	Performance analysis of next generation OFDM based optical access networks using multi-level modulation under various system impairments.
19611	Cut-through switching options in a MobilityFirst network with openflow.
19612	An enhanced sensor deployment scheme for automated smart environments.
19613	Forwarding by retransmission in IEEE 802.11.
19614	Network economics of optical transport networks with soft decision forward error correction (SD-FEC) technology.
19615	Link prediction on evolving social network using spectral analysis.
19616	Hop-Based dynamic fair scheduler for wireless Ad-Hoc networks.
19617	Intelligent management of misbehaving nodes in wireless sensor networks - Using blackhole and selective forwarding node detection algorithm.
19618	A framework for mobility prediction and high bandwidth utilization to support mobile multimedia streaming.
19619	Cooperative spectrum sensing with censoring of cognitive radios with majority logic fusion in Hoyt fading.
19620	Mitigating Uplink interference in femtocell networks with Physical Layer Network coding.
19621	Geometric information routing.
19622	Using timers to switch-off TCAM banks in routers.
19623	On RFID tag reading by a mobile reader in a warehouse.
19624	Disaster-aware service provisioning by exploiting multipath routing with manycasting in telecom networks.
19625	Countering the gain behavior of Erbium Doped Fiber Amplifiers - A cross layer approach.
19626	An efficient technique for detecting Skype flows in UDP media streams.
19627	Hazard control algorithms for heterogenous multi-agent cloud-enabled robotic network.
19628	Optimal Femto placement in enterprise building.
19629	LTE core network testing using generated traffic based on models from real-life data.
19630	Energy efficient AQ-DBPSK based RF transceiver for wireless sensor networks.
19631	Minimization of flow table for TCAM based openflow switches by virtual compression approach.
19632	Hybrid trie based partitioning of TCAM based openflow switches.
19633	Novel approach to secure channel using C-SCAN and microcontroller in openflow.
19634	Constructing scalable hierarchical switched openflow network using adaptive replacement of flow table management.
19635	An empirical study on symptoms of heavier Internet usage among young adults.
19636	Distributed TDMA based MAC protocol for data dissemination in ad-hoc Cognitive Radio networks.
19637	A Tabu search based heuristic for optimized joint resource allocation and task scheduling in Grid/Clouds.
19638	Personalized Web Search Using Emotional Features.
19639	The Scourge of Internet Personal Data Collection.
19640	Code-Based Identification and Signature Schemes in Software.
19641	A Genetic Algorithm Approach for the Most Likely Attack Path Problem.
19642	Experimental Investigation in the Impact on Security of the Release Order of Defensive Algorithms.
19643	Modelling and Analysis of Release Order of Security Algorithms Using Stochastic Petri Nets.
19644	iOS Forensics - How Can We Recover Deleted Image Files with Timestamp in a Forensically Sound Manner?
19645	Experiences and Challenges in Enhancing Security Information and Event Management Capability Using Unsupervised Anomaly Detection.
19646	Reputation-Controlled Business Process Workflows.
19647	Immersive Interactive Information Mining with Application to Earth Observation Data Retrieval.
19648	GVScan - Scanning Networks for Global Vulnerabilities.
19649	The Transitivity-of-Trust Problem in Android Application Interaction.
19650	Marking Menus for Eyes-Free Interaction Using Smart Phones and Tablets.
19651	Combining Goal-Oriented and Problem-Oriented Requirements Engineering Methods.
19652	A Usability Evaluation of the NESSoS Common Body of Knowledge.
19653	Structured Pattern-Based Security Requirements Elicitation for Clouds.
19654	A Problem-Based Threat Analysis in Compliance with Common Criteria.
19655	A Method for Re-using Existing ITIL Processes for Creating an ISO 27001 ISMS Process Applied to a High Availability Video Conferencing Cloud Scenario.
19656	Beyond Traceability - Compared Approaches to Consistent Security Risk Assessments.
19657	Towards an Ontology for Cloud Security Obligations.
19658	FASTDD - An Open Source Forensic Imaging Tool.
19659	Transfer Learning for Content-Based Recommender Systems Using Tree Matching.
19660	Ultra-lightweight Mutual Authentication Protocols - Weaknesses and Countermeasures.
19661	Enhancing Security Testing via Automated Replication of IT-Asset Topologies.
19662	Privacy Panel - Usable and Quantifiable Mobile Privacy.
19663	Organizational Security Architecture for Critical Infrastructure.
19664	How to Estimate a Technical VaR Using Conditional Probability, Attack Trees and a Crime Function.
19665	A Statistical Approach for Fingerprinting Probing Activities.
19666	On Selecting Critical Security Controls.
19667	Pretty Understandable Democracy - A Secure and Understandable Internet Voting Scheme.
19668	Fast Software Polynomial Multiplication on ARM Processors Using the NEON Engine.
19669	A Classifier of Malicious Android Applications.
19670	ARGUS 3D - Security Enhancements through Innovative Radar Technologies.
19671	Extracting Correlated Patterns on Multicore Architectures.
19672	Fully Distributed Secure Video Surveillance Via Portable Device with User Awareness.
19673	The Trusted Attribute Aggregation Service (TAAS) - Providing an Attribute Aggregation Layer for Federated Identity Management.
19674	Revisiting Circuit Clogging Attacks on Tor.
19675	A Reputation-Based Clustering Mechanism for MANET Routing Security.
19676	Differential Cryptanalysis and Boomerang Cryptanalysis of LBlock.
19677	SPA on MIST Exponentiation Algorithm with Multiple Computational Sequences.
19678	A Reference Model of Information Assurance &amp; Security.
19679	Security Blind Spots in the ATM Safety Culture.
19680	Automated Synthesis and Ranking of Secure BPMN Orchestrators.
19681	Cyber Threats Monitoring - Experimental Analysis of Malware Behavior in Cyberspace.
19682	User Interface Harmonization for IT Security Management - User-Centered Design in the PoSecCo Project.
19683	Cuteforce Analyzer - A Distributed Bruteforce Attack on PDF Encryption with GPUs and FPGAs.
19684	Cloud-Based Privacy Aware Preference Aggregation Service.
19685	Probabilistic Contract Compliance for Mobile Applications.
19686	Overview of Recent Advances in CCTV Processing Chain in the INDECT and INSIGMA Projects.
19687	ANANAS - A Framework for Analyzing Android Applications.
19688	A Novel Proximity Based Trust Model for Opportunistic Networks.
19689	A PEP-PDP Architecture to Monitor and Enforce Security Policies in Java Applications.
19690	Conflict Management in Obligation with Deadline Policies.
19691	Graphic-Based Concept Retrieval.
19692	Trustworthiness Evaluation of Multi-sensor Situation Recognition in Transit Surveillance Scenarios.
19693	PyTrigger - A System to Trigger &amp; Extract User-Activated Malware Behavior.
19694	Assessing Water Cooling System Performance - Lz-Transform Method.
19695	A Denial of Service Attack to GSM Networks via Attach Procedure.
19696	Measuring Anonymity with Plausibilistic Entropy.
19697	ARMORED - CPU-Bound Encryption for Android-Driven ARM Devices.
19698	On the Practicability of Cold Boot Attacks.
19699	Improving the Efficiency of Elliptic Curve Scalar Multiplication Using Binary Huff Curves.
19700	On Constructions of MDS Matrices from Companion Matrices for Lightweight Cryptography.
19701	Taxonomy for Port Security Systems.
19702	Computer Karate Trainer in Tasks of Personal and Homeland Security Defense.
19703	Speeding Up the Fixed-Base Comb Method for Faster Scalar Multiplication on Koblitz Curves.
19704	Collaboratively Exchanging Warning Messages between Peers While under Attack.
19705	Collaborative Security Management - Developing Ideas in Security Management for Air Traffic Control.
19706	Social Issues of Big Data and Cloud - Privacy, Confidentiality, and Public Utility.
19707	Solving the Discrete Logarithm Problem for Packing Candidate Preferences.
19708	The Common Limes Security Model for Asset Flow Control in Decentralized, Insecure Systems.
19709	Limiting MitM to MitE Covert-Channels.
19710	DNSSEC - Interoperability Challenges and Transition Mechanisms.
19711	Making Sense of Open Data Statistics with Information from Wikipedia.
19712	Older Users&apos; Wish List for Technology Attributes - A Comparison of Household and Medical Technologies.
19713	Human-Computer Interaction and Knowledge Discovery (HCI-KDD) - What Is the Benefit of Bringing Those Two Fields to Work Together?
19714	On Interactive Data Visualization of Physiological Low-Cost-Sensor Data with Focus on Mental Stress.
19715	On Graph Entropy Measures for Knowledge Discovery from Publication Network Data.
19716	Cumulus4j - A Provably Secure Database Abstraction Layer.
19717	A Generation Method of Cryptographic Keys for Enterprise Communication Systems.
19718	Optimal Parameters for XMSS MT.
19719	On the Security of LBlock against the Cube Attack and Side Channel Cube Attack.
19720	Using Twitter&apos;s Mentions for Efficient Emergency Message Propagation.
19721	Sink or SWIM - Information Security Requirements in the Sky.
19722	GPRS Security for Smart Meters.
19723	On Visual Analytics and Evaluation in Cell Physiology - A Case Study.
19724	Federated Identity Management and Usage Control - Obstacles to Industry Adoption.
19725	A Comparison between Two Off-the-Shelf Algebraic Tools for Extraction of Cryptographic Keys from Corrupted Memory Images.
19726	Requirements Management in a Combined Process for Safety and Security Assessments.
19727	Analyzing Travel Patterns for Scheduling in a Dynamic Environment.
19728	On Secure Multi-party Computation in Bandwidth-Limited Smart-Meter Systems.
19729	PPM - Privacy Policy Manager for Personalized Services.
19730	Validating Security Design Patterns Application Using Model Testing.
19731	Towards Harmonising the Legislative, Regulatory, and Standards-Based Framework for ATM Security - Developing a Software Support Tool.
19732	Active Learning Enhanced Document Annotation for Sentiment Analysis.
19733	Minimizing the Costs of Side-Channel Analysis Resistance Evaluations in Early Design Steps.
19734	VisSecAnalyzer - A Visual Analytics Tool for Network Security Assessment.
19735	The Ontology of Metrics for Security Evaluation and Decision Support in SIEM Systems.
19736	ChEA2 - Gene-Set Libraries from ChIP-X Experiments to Decode the Transcription Regulome.
19737	Genetic Algorithm and Data Mining Techniques for Design Selection in Databases.
19738	Information-Theoretically Secure Aggregate Authentication Code - Model, Bounds, and Constructions.
19739	Sensor Data Meets Social Networks Reflecting on Benefits in the Case of a Patient Room.
19740	Towards a Pervasive Access Control within Video Surveillance Systems.
19741	Visualization Support for Multi-criteria Decision Making in Geographic Information Retrieval.
19742	Hiding Privacy Leaks in Android Applications Using Low-Attention Raising Covert Channels.
19743	Diagnosis of Higher-Order Discrete-Event Systems.
19744	A Grammatical Inference Approach to Language-Based Anomaly Detection in XML.
19745	Reconsidering Intrusion Monitoring Requirements in Shared Cloud Platforms.
19746	An Analysis and Evaluation of Security Aspects in the Business Process Model and Notation.
19747	Software Vulnerability Detection Using Backward Trace Analysis and Symbolic Execution.
19748	A Multiple-Key Management Scheme in Wireless Sensor Networks.
19749	An Attribute Based Private Data Sharing Scheme for People-Centric Sensing Networks.
19750	Opinion Mining in Conversational Content within Web Discussions and Commentaries.
19751	Statistical Inference for Multi-state Systems - The Weibull Case.
19752	Privacy-Preserving Publishing of Pseudonym-Based Trajectory Location Data Set.
19753	Applying the SecRAM Methodology in a CLOUD-Based ATM Environment.
19754	ICHIGAN Security - A Security Architecture That Enables Situation-Based Policy Switching.
19755	Using Probabilistic Analysis for the Certification of Machine Control Systems.
19756	Scope of Security Properties of Sanitizable Signatures Revisited.
19757	The Use and Usefulness of Threats in Goal-Oriented Modelling.
19758	Laribus - Privacy-Preserving Detection of Fake SSL Certificates with a Social P2P Notary Network.
19759	A Framework for Combining Problem Frames and Goal Models to Support Context Analysis during Requirements Engineering.
19760	An Approach Based on Model-Driven Engineering to Define Security Policies Using OrBAC.
19761	An Ontology for Malware Analysis.
19762	Model-Assisted Access Control Implementation for Code-centric Ruby-on-Rails Web Application Development.
19763	Anonymizing Face Images by Using Similarity-Based Metric.
19764	Cryptanalysis of 2-Layer Nonlinear Piece in Hand Method.
19765	Evaluating the Energy Efficiency of OLTP Operations - A Case Study on PostgreSQL.
19766	IT Service Continuity - Achieving Embeddedness through Planning.
19767	Seeking Risks - Towards a Quantitative Risk Perception Measure.
19768	Intelligent UBMSS Systems for Strategic Information Management.
19769	Towards Web-Based Biometric Systems Using Personal Browsing Interests.
19770	Mobile Movie Recommendations with Linked Data.
19771	Estimating the Value of Personal Information with SNS Utility.
19772	Towards a Risk Based Assessment of QoS Degradation for Critical Infrastructure.
19773	Detecting Insider Threats - A Trust-Aware Framework.
19774	Analyzing the Internet Stability in Presence of Disasters.
19775	High Availability for IPsec VPN Platforms - ClusterIP Evaluation.
19776	Secure Profile Provisioning Architecture for Embedded UICC.
19777	A New Approach to Develop a Dependable Security Case by Combining Real Life Security Experiences (Lessons Learned) with D-Case Development Process.
19778	Isolation of Malicious External Inputs in a Security Focused Adaptive Execution Environment.
19779	Code-Based Public-Key Encryption Resistant to Key Leakage.
19780	Reliability Prediction for Component-Based Software Systems with Architectural-Level Fault Tolerance Mechanisms.
19781	A Comprehensive Literature Review of File Carving.
19782	MetaExtractor - A System for Metadata Extraction from Structured Data Sources.
19783	Enhancing CHASSIS - A Method for Combining Safety and Security.
19784	Taxonomy for Social Network Data Types from the Viewpoint of Privacy and User Control.
19785	Fraud Detection in Mobile Payments Utilizing Process Behavior Analysis.
19786	Some General Properties of Multi-state Physical Models.
19787	Secure Engineering and Modelling of a Metering Devices System.
19788	Addressing Security Issues of Electronic Health Record Systems through Enhanced SIEM Technology.
19789	Index Data Structure for Fast Subset and Superset Queries.
19790	Chaining Data and Visualization Web Services for Decision Making in Information Systems.
19791	Universal Peer-to-Peer Network Investigation Framework.
19792	A Fully Reversible Data Transform Technique Enhancing Data Compression of SMILES Data.
19793	Dependency Analysis for Critical Infrastructure Security Modelling - A Case Study within the Grid&apos;5000 Project.
19794	TRESCCA - Trustworthy Embedded Systems for Secure Cloud Computing.
19795	Evaluation of Airport Security Training Programs - Perspectives and Issues.
19796	Detection of Hidden Fraudulent URLs within Trusted Sites Using Lexical Features.
19797	Artificial Aging of Mobile Devices Using a Simulated GSM/GPRS Network.
19798	Run-Time Risk Management in Adaptive ICT Systems.
19799	Towards Improved Understanding and Holistic Management of the Cyber Security Challenges in Power Transmission Systems.
19800	A Privacy-Preserving Entropy-Driven Framework for Tracing DoS Attacks in VoIP.
19801	SHPF - Enhancing HTTP(S) Session Security with Browser Fingerprinting.
