:START_ID(Volume)	pages	:END_ID(Article)
Sensors|15	28088-28098	10314
Sensors|15	16281-16313	10315
Sensors|15	28421-28434	10316
Sensors|15	592-610	10317
Sensors|15	408-421	10318
Sensors|15	1274-1291	10319
Sensors|15	6483-6496	10320
Sensors|15	10771-10790	10321
Sensors|15	27671-27691	10322
Sensors|15	9741-9755	10323
Sensors|15	1518-1536	10324
Sensors|15	19819-19829	10325
Sensors|15	21327-21349	10326
Sensors|15	23218-23248	10327
Sensors|15	27201-27214	10328
Sensors|15	27174-27200	10329
Sensors|15	2832-2859	10330
Sensors|15	7062-7083	10331
Sensors|15	30504-30524	10332
Sensors|15	9481-9518	10333
Sensors|15	10686-10704	10334
Sensors|15	13805-13838	10335
Sensors|15	4837-4869	10336
Sensors|15	14960-14980	10337
Sensors|15	14345-14355	10338
Sensors|15	18416-18426	10339
Sensors|15	11685-11700	10340
Sensors|15	28052-28069	10341
Sensors|15	10580-10615	10342
Sensors|15	10166-10179	10343
Sensors|15	27230-27250	10344
Sensors|15	11972-11987	10345
Sensors|15	1312-1320	10346
Sensors|15	11295-11311	10347
Sensors|15	30683-30692	10348
Sensors|15	995-1007	10349
Sensors|15	26961-26977	10350
Sensors|15	28129-28153	10351
Sensors|15	8595-8604	10352
Sensors|15	6306-6323	10353
Sensors|15	29003-29014	10354
Sensors|15	16833-16847	10355
Sensors|15	5935-5981	10356
Sensors|15	7913-7932	10357
Sensors|15	10315-10331	10358
Sensors|15	29452-29466	10359
Sensors|15	12872-12883	10360
Sensors|15	12682-12699	10361
Sensors|15	9915-9927	10362
Sensors|15	13222-13241	10363
Sensors|15	11485-11498	10364
Sensors|15	20779-20798	10365
Sensors|15	11012-11026	10366
Sensors|15	26039-26062	10367
Sensors|15	1245-1251	10368
Sensors|15	14679-14700	10369
Sensors|15	10616-10630	10370
Sensors|15	32079-32122	10371
Sensors|15	30221-30239	10372
Sensors|15	18801-18812	10373
Sensors|15	29882-29892	10374
Sensors|15	30311-30318	10375
Sensors|15	19968-19991	10376
Sensors|15	15339-15362	10377
Sensors|15	110-134	10378
Sensors|15	6174-6195	10379
Sensors|15	20873-20893	10380
Sensors|15	31781-31793	10381
Sensors|15	14830-14844	10382
Sensors|15	31244-31267	10383
Sensors|15	15952-15973	10384
Sensors|15	7412-7433	10385
Sensors|15	23536-23553	10386
Sensors|15	5583-5593	10387
Sensors|15	8832-8851	10388
Sensors|15	20570-20607	10389
Sensors|15	7388-7411	10390
Sensors|15	19212-19224	10391
Sensors|15	20543-20556	10392
Sensors|15	16196-16209	10393
Sensors|15	11769-11786	10394
Sensors|15	30032	10395
Sensors|15	31023-31035	10396
Sensors|15	24961-24976	10397
Sensors|15	29893-29909	10398
Sensors|15	22473-22489	10399
Sensors|15	28177-28192	10400
Sensors|15	6250-6269	10401
Sensors|15	30839-30855	10402
Sensors|15	3789-3800	10403
Sensors|15	26251-26266	10404
Sensors|15	29419-29433	10405
Sensors|15	19541-19559	10406
Sensors|15	26331-26352	10407
Sensors|15	30617-30635	10408
Sensors|15	32123-32137	10409
Sensors|15	8253-8265	10410
Sensors|15	26198-26211	10411
Sensors|15	13670-13679	10412
Sensors|15	15595-15610	10413
Sensors|15	29923	10414
Sensors|15	13097-13109	10415
Sensors|15	24214-24229	10416
Sensors|15	6196-6216	10417
Sensors|15	30913-30926	10418
Sensors|15	24862-24885	10419
Sensors|15	10048-10058	10420
Sensors|15	26606-26620	10421
Sensors|15	21696-21709	10422
Sensors|15	26675-26693	10423
Sensors|15	4890-4898	10424
Sensors|15	4019-4051	10425
Sensors|15	20541-20542	10426
Sensors|15	28005-28030	10427
Sensors|15	13627-13643	10428
Sensors|15	17453-17469	10429
Sensors|15	29910-29922	10430
Sensors|15	2354-2368	10431
Sensors|15	1496-1517	10432
Sensors|15	29393-29407	10433
Sensors|15	9136-9155	10434
Sensors|15	22049-22059	10435
Sensors|15	32031-32044	10436
Sensors|15	27420-27435	10437
Sensors|15	14142-14161	10438
Sensors|15	17977-17989	10439
Sensors|15	16642-16653	10440
Sensors|15	8054-8071	10441
Sensors|15	2181-2204	10442
Sensors|15	3204-3223	10443
Sensors|15	13270-13287	10444
Sensors|15	12526-12538	10445
Sensors|15	18506-18525	10446
Sensors|15	31339-31361	10447
Sensors|15	12932-12958	10448
Sensors|15	17990-18011	10449
Sensors|15	20925-20944	10450
Sensors|15	30827-30838	10451
Sensors|15	28154-28165	10452
Sensors|15	27760-27782	10453
Sensors|15	16336-16357	10454
Sensors|15	20659-20677	10455
Sensors|15	16153-16161	10456
Sensors|15	10180-10193	10457
Sensors|15	28314-28339	10458
Sensors|15	30942-30963	10459
Sensors|15	30104-30114	10460
Sensors|15	21857-21875	10461
Sensors|15	6009-6032	10462
Sensors|15	9000-9021	10463
Sensors|15	22-48	10464
Sensors|15	27303-27321	10465
Sensors|15	20894-20924	10466
Sensors|15	4643-4657	10467
Sensors|15	21931-21956	10468
Sensors|15	22561-22586	10469
Sensors|15	26567-26582	10470
Sensors|15	19750-19767	10471
Sensors|15	27142-27159	10472
Sensors|15	9827-9853	10473
Sensors|15	16786-16803	10474
Sensors|15	23496-23513	10475
Sensors|15	6342-6359	10476
Sensors|15	6807-6817	10477
Sensors|15	3706-3720	10478
Sensors|15	30964-30980	10479
Sensors|15	22660-22671	10480
Sensors|15	29434-29451	10481
Sensors|15	7933-7952	10482
Sensors|15	642-655	10483
Sensors|15	18402-18415	10484
Sensors|15	6586-6606	10485
Sensors|15	2369-2387	10486
Sensors|15	20006-20029	10487
Sensors|15	27894-27904	10488
Sensors|15	11258-11276	10489
Sensors|15	18302-18314	10490
Sensors|15	19925-19936	10491
Sensors|15	8042-8053	10492
Sensors|15	2244-2264	10493
Sensors|15	422-439	10494
Sensors|15	20863-20872	10495
Sensors|15	29594-29617	10496
Sensors|15	29192-29208	10497
Sensors|15	14727-14744	10498
Sensors|15	8527-8539	10499
Sensors|15	28513-28530	10500
Sensors|15	15006-15032	10501
Sensors|15	13522-13532	10502
Sensors|15	13680-13704	10503
Sensors|15	2888-2901	10504
Sensors|15	1691-1707	10505
Sensors|15	1217-1244	10506
Sensors|15	12218-12241	10507
Sensors|15	20717-20729	10508
Sensors|15	30011-30031	10509
Sensors|15	25919-25936	10510
Sensors|15	18565-18578	10511
Sensors|15	31843-31858	10512
Sensors|15	16412-16429	10513
Sensors|15	2629-2643	10514
Sensors|15	20152-20168	10515
Sensors|15	932-964	10516
Sensors|15	1182-1198	10517
Sensors|15	10088-10099	10518
Sensors|15	672-686	10519
Sensors|15	21824-21843	10520
Sensors|15	5895-5913	10521
Sensors|15	21567-21580	10522
Sensors|15	7454-7461	10523
Sensors|15	8550-8569	10524
Sensors|15	31709-31722	10525
Sensors|15	10650-10675	10526
Sensors|15	1292-1311	10527
Sensors|15	23050-23070	10528
Sensors|15	7596-7604	10529
Sensors|15	18140-18152	10530
Sensors|15	22192-22208	10531
Sensors|15	12834-12840	10532
Sensors|15	2644-2661	10533
Sensors|15	22343-22363	10534
Sensors|15	4072-4096	10535
Sensors|15	2006-2020	10536
Sensors|15	6699-6718	10537
Sensors|15	7650-7657	10538
Sensors|15	8314-8336	10539
Sensors|15	8866-8883	10540
Sensors|15	28244-28256	10541
Sensors|15	24445-24457	10542
Sensors|15	2283-2308	10543
Sensors|15	8732-8748	10544
Sensors|15	19583-19596	10545
Sensors|15	14180-14206	10546
Sensors|15	18714-18723	10547
Sensors|15	17036-17047	10548
Sensors|15	21478-21499	10549
Sensors|15	30693-30703	10550
Sensors|15	2774-2797	10551
Sensors|15	14569-14590	10552
Sensors|15	32168-32187	10553
Sensors|15	529-546	10554
Sensors|15	27283-27302	10555
Sensors|15	31525-31557	10556
Sensors|15	21760-21784	10557
Sensors|15	14887-14916	10558
Sensors|15	12022-12033	10559
Sensors|15	17000-17012	10560
Sensors|15	17258-17273	10561
Sensors|15	15868-15887	10562
Sensors|15	30653-30682	10563
Sensors|15	23727-23744	10564
Sensors|15	28563-28573	10565
Sensors|15	11239-11257	10566
Sensors|15	3172-3203	10567
Sensors|15	7349-7359	10568
Sensors|15	9097-9111	10569
Sensors|15	16314-16335	10570
Sensors|15	31005-31022	10571
Sensors|15	2614-2628	10572
Sensors|15	9039-9077	10573
Sensors|15	11465-11484	10574
Sensors|15	10631-10649	10575
Sensors|15	27954-27968	10576
Sensors|15	2496-2524	10577
Sensors|15	16027-16039	10578
Sensors|15	30469-30486	10579
Sensors|15	18178-18196	10580
Sensors|15	5058-5080	10581
Sensors|15	25015-25032	10582
Sensors|15	3671-3687	10583
Sensors|15	13851-13873	10584
Sensors|15	31973-31986	10585
Sensors|15	13459-13476	10586
Sensors|15	29635-29647	10587
Sensors|15	29511-29534	10588
Sensors|15	7499-7511	10589
Sensors|15	25607-25627	10590
Sensors|15	31180-31204	10591
Sensors|15	18459-18479	10592
Sensors|15	16009-16026	10593
Sensors|15	23431-23458	10594
Sensors|15	14016-14044	10595
Sensors|15	1903-1924	10596
Sensors|15	8884-8897	10597
Sensors|15	13591-13626	10598
Sensors|15	19912-19924	10599
Sensors|15	31723-31737	10600
Sensors|15	25176-25207	10601
Sensors|15	12299-12322	10602
Sensors|15	28340-28366	10603
Sensors|15	635-641	10604
Sensors|15	12651-12667	10605
Sensors|15	2205-2227	10606
Sensors|15	26783-26800	10607
Sensors|15	18102-18113	10608
Sensors|15	6152-6173	10609
Sensors|15	769-791	10610
Sensors|15	31482-31524	10611
Sensors|15	16740-16762	10612
Sensors|15	23168-23187	10613
Sensors|15	20436-20462	10614
Sensors|15	3896-3910	10615
Sensors|15	18080-18101	10616
Sensors|15	26866-26876	10617
Sensors|15	19783-19818	10618
Sensors|15	27160-27173	10619
Sensors|15	8464-8480	10620
Sensors|15	28385-28401	10621
Sensors|15	9628-9650	10622
Sensors|15	25937-25967	10623
Sensors|15	23927-23952	10624
Sensors|15	20557-20569	10625
Sensors|15	365-381	10626
Sensors|15	11725-11740	10627
Sensors|15	6607-6632	10628
Sensors|15	24178-24190	10629
Sensors|15	20305-20315	10630
Sensors|15	21898-21930	10631
Sensors|15	18865-18886	10632
Sensors|15	29782-29801	10633
Sensors|15	24553-24572	10634
Sensors|15	6740-6762	10635
Sensors|15	10481-10510	10636
Sensors|15	4212-4228	10637
Sensors|15	18427-18442	10638
Applied Mathematics and Computation|266	605-614	10639
Applied Mathematics and Computation|268	1217-1226	10640
Applied Mathematics and Computation|268	227-245	10641
Applied Mathematics and Computation|257	190-198	10642
Applied Mathematics and Computation|254	360-369	10643
Applied Mathematics and Computation|266	31-40	10644
Applied Mathematics and Computation|261	408-418	10645
Applied Mathematics and Computation|251	225-232	10646
Applied Mathematics and Computation|254	49-62	10647
Applied Mathematics and Computation|256	375-380	10648
Applied Mathematics and Computation|260	188-203	10649
Applied Mathematics and Computation|265	1145-1154	10650
Applied Mathematics and Computation|258	130-137	10651
Applied Mathematics and Computation|259	116-123	10652
Applied Mathematics and Computation|260	292-313	10653
Applied Mathematics and Computation|266	491-500	10654
Applied Mathematics and Computation|258	425-435	10655
Applied Mathematics and Computation|271	131-141	10656
Applied Mathematics and Computation|263	233-239	10657
Applied Mathematics and Computation|255	179-188	10658
Applied Mathematics and Computation|268	916-923	10659
Applied Mathematics and Computation|271	657-668	10660
Applied Mathematics and Computation|259	896-907	10661
Applied Mathematics and Computation|250	817-831	10662
Applied Mathematics and Computation|265	723-732	10663
Applied Mathematics and Computation|268	334-353	10664
Applied Mathematics and Computation|257	205-212	10665
Applied Mathematics and Computation|254	408-418	10666
Applied Mathematics and Computation|266	481-490	10667
Applied Mathematics and Computation|266	763-772	10668
Applied Mathematics and Computation|265	456-468	10669
Applied Mathematics and Computation|269	23-28	10670
Applied Mathematics and Computation|256	222-231	10671
Applied Mathematics and Computation|259	533-539	10672
Applied Mathematics and Computation|268	59-82	10673
Applied Mathematics and Computation|257	199-204	10674
Applied Mathematics and Computation|261	360-372	10675
Applied Mathematics and Computation|266	615-622	10676
Applied Mathematics and Computation|256	808-818	10677
Applied Mathematics and Computation|251	169-179	10678
Applied Mathematics and Computation|258	465-482	10679
Applied Mathematics and Computation|266	267-276	10680
Applied Mathematics and Computation|266	838-849	10681
Applied Mathematics and Computation|259	231-241	10682
Applied Mathematics and Computation|271	352-364	10683
Applied Mathematics and Computation|268	169-185	10684
Applied Mathematics and Computation|256	769-777	10685
Applied Mathematics and Computation|263	392-397	10686
Applied Mathematics and Computation|271	142-153	10687
Applied Mathematics and Computation|257	40-51	10688
Applied Mathematics and Computation|255	157-164	10689
Applied Mathematics and Computation|260	242-248	10690
Applied Mathematics and Computation|271	43-51	10691
Applied Mathematics and Computation|263	240-250	10692
Applied Mathematics and Computation|268	151-163	10693
Applied Mathematics and Computation|269	722-730	10694
Applied Mathematics and Computation|268	12-22	10695
Applied Mathematics and Computation|271	308-316	10696
Applied Mathematics and Computation|264	1-12	10697
Applied Mathematics and Computation|271	979-990	10698
Applied Mathematics and Computation|257	74-88	10699
Applied Mathematics and Computation|252	377-387	10700
Applied Mathematics and Computation|264	179-197	10701
Applied Mathematics and Computation|271	154-167	10702
Applied Mathematics and Computation|259	164-172	10703
Applied Mathematics and Computation|270	943-952	10704
Applied Mathematics and Computation|268	450-461	10705
Applied Mathematics and Computation|265	494-508	10706
Applied Mathematics and Computation|268	1282-1291	10707
Applied Mathematics and Computation|266	1127-1152	10708
Applied Mathematics and Computation|260	97-105	10709
Applied Mathematics and Computation|265	652-666	10710
Applied Mathematics and Computation|268	52-58	10711
Applied Mathematics and Computation|269	169-195	10712
Applied Mathematics and Computation|265	40-50	10713
Applied Mathematics and Computation|267	252-263	10714
Applied Mathematics and Computation|264	21-43	10715
Applied Mathematics and Computation|252	315-323	10716
Applied Mathematics and Computation|266	927-936	10717
Applied Mathematics and Computation|256	68-74	10718
Applied Mathematics and Computation|266	1031-1037	10719
Applied Mathematics and Computation|263	59-72	10720
Applied Mathematics and Computation|252	336-346	10721
Applied Mathematics and Computation|265	893-902	10722
Applied Mathematics and Computation|266	1000-1012	10723
Applied Mathematics and Computation|259	762-776	10724
Applied Mathematics and Computation|258	111-119	10725
Applied Mathematics and Computation|267	294-303	10726
Applied Mathematics and Computation|255	114-124	10727
Applied Mathematics and Computation|265	1026-1043	10728
Applied Mathematics and Computation|267	727-741	10729
Applied Mathematics and Computation|268	1064-1071	10730
Applied Mathematics and Computation|253	23-39	10731
Applied Mathematics and Computation|259	364-373	10732
Applied Mathematics and Computation|268	596-608	10733
Applied Mathematics and Computation|259	427-437	10734
Applied Mathematics and Computation|254	229-239	10735
Applied Mathematics and Computation|260	135-139	10736
Applied Mathematics and Computation|250	832-847	10737
Applied Mathematics and Computation|259	293-312	10738
Applied Mathematics and Computation|250	228-234	10739
Applied Mathematics and Computation|267	805-809	10740
Applied Mathematics and Computation|265	133-143	10741
Applied Mathematics and Computation|251	154-161	10742
Applied Mathematics and Computation|265	144-162	10743
Applied Mathematics and Computation|256	125-130	10744
Applied Mathematics and Computation|271	11-21	10745
Applied Mathematics and Computation|265	448-455	10746
Applied Mathematics and Computation|254	113-124	10747
Applied Mathematics and Computation|263	221-232	10748
Applied Mathematics and Computation|268	462-477	10749
Applied Mathematics and Computation|259	777-789	10750
Applied Mathematics and Computation|257	66-73	10751
Applied Mathematics and Computation|263	165-170	10752
Applied Mathematics and Computation|256	232-246	10753
Applied Mathematics and Computation|259	374-378	10754
Applied Mathematics and Computation|250	665-674	10755
Applied Mathematics and Computation|271	838-844	10756
Applied Mathematics and Computation|270	543-556	10757
Applied Mathematics and Computation|258	206-219	10758
Applied Mathematics and Computation|259	80-87	10759
Applied Mathematics and Computation|266	339-349	10760
Applied Mathematics and Computation|265	187-195	10761
Applied Mathematics and Computation|265	883-892	10762
Applied Mathematics and Computation|254	75-91	10763
Applied Mathematics and Computation|265	520-532	10764
Applied Mathematics and Computation|271	89-101	10765
Applied Mathematics and Computation|266	515-526	10766
Applied Mathematics and Computation|267	571-582	10767
Applied Mathematics and Computation|256	754-768	10768
Applied Mathematics and Computation|267	148-169	10769
Applied Mathematics and Computation|250	157-164	10770
Applied Mathematics and Computation|258	483-488	10771
Applied Mathematics and Computation|250	605-614	10772
Applied Mathematics and Computation|253	274-286	10773
Applied Mathematics and Computation|269	265-278	10774
Applied Mathematics and Computation|254	266-276	10775
Applied Mathematics and Computation|256	831-850	10776
Applied Mathematics and Computation|250	571-579	10777
Applied Mathematics and Computation|271	581-593	10778
Applied Mathematics and Computation|250	1-11	10779
Applied Mathematics and Computation|261	28-38	10780
Applied Mathematics and Computation|257	428-435	10781
Applied Mathematics and Computation|269	802-808	10782
Applied Mathematics and Computation|261	183-191	10783
Applied Mathematics and Computation|267	179-194	10784
Applied Mathematics and Computation|265	844-853	10785
Applied Mathematics and Computation|259	828-830	10786
Applied Mathematics and Computation|258	22-28	10787
Applied Mathematics and Computation|264	44-60	10788
Applied Mathematics and Computation|256	472-487	10789
Applied Mathematics and Computation|266	713-737	10790
Applied Mathematics and Computation|262	42-55	10791
Applied Mathematics and Computation|264	132-140	10792
Applied Mathematics and Computation|253	151-158	10793
Applied Mathematics and Computation|271	820-831	10794
Applied Mathematics and Computation|261	167-175	10795
Applied Mathematics and Computation|254	30-38	10796
Applied Mathematics and Computation|266	675-686	10797
Applied Mathematics and Computation|267	487-497	10798
Applied Mathematics and Computation|267	397-408	10799
Applied Mathematics and Computation|271	594-608	10800
Applied Mathematics and Computation|250	94-104	10801
Applied Mathematics and Computation|270	842-870	10802
Applied Mathematics and Computation|257	355-364	10803
Applied Mathematics and Computation|267	329-340	10804
Applied Mathematics and Computation|252	405-417	10805
Applied Mathematics and Computation|267	771-779	10806
Applied Mathematics and Computation|266	293-303	10807
Applied Mathematics and Computation|262	169-177	10808
Applied Mathematics and Computation|269	863-884	10809
Applied Mathematics and Computation|250	339-351	10810
Applied Mathematics and Computation|265	237-244	10811
Applied Mathematics and Computation|263	122-133	10812
Applied Mathematics and Computation|271	860-873	10813
Applied Mathematics and Computation|265	51-67	10814
Applied Mathematics and Computation|258	358-366	10815
Applied Mathematics and Computation|271	730-742	10816
Applied Mathematics and Computation|271	701-715	10817
Applied Mathematics and Computation|262	199-203	10818
Applied Mathematics and Computation|264	417-430	10819
Applied Mathematics and Computation|250	533-551	10820
Applied Mathematics and Computation|261	141-147	10821
Applied Mathematics and Computation|256	735-741	10822
Applied Mathematics and Computation|264	61-71	10823
Applied Mathematics and Computation|270	242-250	10824
Applied Mathematics and Computation|261	192-205	10825
Applied Mathematics and Computation|255	207-213	10826
Applied Mathematics and Computation|270	785-793	10827
Applied Mathematics and Computation|259	654-667	10828
Applied Mathematics and Computation|266	183-193	10829
Applied Mathematics and Computation|255	228-237	10830
Applied Mathematics and Computation|258	372-387	10831
Applied Mathematics and Computation|252	229-239	10832
Applied Mathematics and Computation|266	304-315	10833
Applied Mathematics and Computation|254	99-112	10834
Applied Mathematics and Computation|265	400-408	10835
Applied Mathematics and Computation|256	540-550	10836
Applied Mathematics and Computation|268	489-495	10837
Applied Mathematics and Computation|257	158-168	10838
Applied Mathematics and Computation|268	393-398	10839
Applied Mathematics and Computation|266	903-908	10840
Applied Mathematics and Computation|251	81-91	10841
Applied Mathematics and Computation|258	60-66	10842
Applied Mathematics and Computation|252	1-13	10843
Applied Mathematics and Computation|250	779-791	10844
Applied Mathematics and Computation|259	790-799	10845
Applied Mathematics and Computation|261	337-350	10846
Applied Mathematics and Computation|268	121-128	10847
Applied Mathematics and Computation|270	794-801	10848
Applied Mathematics and Computation|271	832-837	10849
Applied Mathematics and Computation|254	63-69	10850
Applied Mathematics and Computation|256	565-571	10851
Applied Mathematics and Computation|257	537-545	10852
Applied Mathematics and Computation|271	344-351	10853
Applied Mathematics and Computation|265	983-993	10854
Applied Mathematics and Computation|269	232-241	10855
Applied Mathematics and Computation|258	138-154	10856
Applied Mathematics and Computation|259	614-619	10857
Applied Mathematics and Computation|251	475-488	10858
Applied Mathematics and Computation|260	397-411	10859
Applied Mathematics and Computation|268	644-656	10860
Applied Mathematics and Computation|257	591-601	10861
Applied Mathematics and Computation|269	947-955	10862
Applied Mathematics and Computation|250	514-529	10863
Applied Mathematics and Computation|265	292-303	10864
Applied Mathematics and Computation|259	132-152	10865
Applied Mathematics and Computation|257	274-284	10866
Applied Mathematics and Computation|251	192-202	10867
Applied Mathematics and Computation|253	308-317	10868
Applied Mathematics and Computation|265	973-982	10869
Applied Mathematics and Computation|250	121-130	10870
Applied Mathematics and Computation|260	27-34	10871
Applied Mathematics and Computation|261	351-359	10872
Applied Mathematics and Computation|260	342-350	10873
Applied Mathematics and Computation|258	227-236	10874
Applied Mathematics and Computation|268	23-34	10875
Applied Mathematics and Computation|265	320-328	10876
Applied Mathematics and Computation|258	172-181	10877
Applied Mathematics and Computation|266	390-403	10878
Applied Mathematics and Computation|252	418-437	10879
Applied Mathematics and Computation|254	204-209	10880
Applied Mathematics and Computation|267	71-82	10881
Applied Mathematics and Computation|253	294-307	10882
Applied Mathematics and Computation|266	277-292	10883
Applied Mathematics and Computation|268	129-137	10884
Applied Mathematics and Computation|268	322-333	10885
Applied Mathematics and Computation|252	473-483	10886
Applied Mathematics and Computation|271	68-79	10887
Applied Mathematics and Computation|267	17-27	10888
Applied Mathematics and Computation|265	911-927	10889
Applied Mathematics and Computation|259	32-44	10890
Applied Mathematics and Computation|251	396-403	10891
Applied Mathematics and Computation|254	240-251	10892
Applied Mathematics and Computation|259	173-186	10893
Applied Mathematics and Computation|264	13-20	10894
Applied Mathematics and Computation|250	221-227	10895
Applied Mathematics and Computation|262	224-231	10896
Applied Mathematics and Computation|260	227-241	10897
Applied Mathematics and Computation|271	777-789	10898
Applied Mathematics and Computation|258	67-71	10899
Applied Mathematics and Computation|256	438-444	10900
Applied Mathematics and Computation|256	602-629	10901
Applied Mathematics and Computation|252	535-540	10902
Applied Mathematics and Computation|255	15-24	10903
Applied Mathematics and Computation|265	667-680	10904
Applied Mathematics and Computation|270	378-386	10905
Applied Mathematics and Computation|268	1095-1109	10906
Applied Mathematics and Computation|265	414-430	10907
Applied Mathematics and Computation|263	189-203	10908
Applied Mathematics and Computation|257	89-102	10909
Applied Mathematics and Computation|269	279-287	10910
Applied Mathematics and Computation|258	545-555	10911
Applied Mathematics and Computation|256	642-655	10912
Applied Mathematics and Computation|270	142-147	10913
Applied Mathematics and Computation|268	83-92	10914
Applied Mathematics and Computation|265	574-601	10915
Applied Mathematics and Computation|271	168-186	10916
Applied Mathematics and Computation|256	666-701	10917
Applied Mathematics and Computation|266	507-514	10918
Applied Mathematics and Computation|266	623-633	10919
Applied Mathematics and Computation|268	164-168	10920
Applied Mathematics and Computation|250	352-355	10921
Applied Mathematics and Computation|259	242-250	10922
Applied Mathematics and Computation|266	328-338	10923
Applied Mathematics and Computation|271	113-122	10924
Applied Mathematics and Computation|270	193-215	10925
Applied Mathematics and Computation|250	479-491	10926
Applied Mathematics and Computation|257	264-273	10927
Applied Mathematics and Computation|259	579-586	10928
Applied Mathematics and Computation|264	323-334	10929
Applied Mathematics and Computation|269	834-840	10930
Applied Mathematics and Computation|266	41-53	10931
Applied Mathematics and Computation|269	432-442	10932
Applied Mathematics and Computation|269	196-216	10933
Applied Mathematics and Computation|271	301-307	10934
Applied Mathematics and Computation|269	536-547	10935
Applied Mathematics and Computation|252	324-335	10936
Applied Mathematics and Computation|263	332-341	10937
Applied Mathematics and Computation|261	128-140	10938
Applied Mathematics and Computation|267	596-603	10939
Applied Mathematics and Computation|251	489-498	10940
Applied Mathematics and Computation|257	230-240	10941
Applied Mathematics and Computation|271	22-33	10942
Applied Mathematics and Computation|256	939-950	10943
Applied Mathematics and Computation|265	347-351	10944
Applied Mathematics and Computation|256	247-251	10945
Applied Mathematics and Computation|259	106-115	10946
Applied Mathematics and Computation|265	903-910	10947
Applied Mathematics and Computation|251	626-632	10948
Applied Mathematics and Computation|267	682-697	10949
Applied Mathematics and Computation|261	388-396	10950
Applied Mathematics and Computation|269	637-646	10951
Applied Mathematics and Computation|270	711-713	10952
Applied Mathematics and Computation|259	1003-1018	10953
Applied Mathematics and Computation|253	135-150	10954
Applied Mathematics and Computation|252	99-113	10955
Applied Mathematics and Computation|269	606-617	10956
Applied Mathematics and Computation|253	369-376	10957
Applied Mathematics and Computation|253	287-293	10958
Applied Mathematics and Computation|268	609-615	10959
Applied Mathematics and Computation|268	832-838	10960
Applied Mathematics and Computation|266	108-118	10961
Applied Mathematics and Computation|266	21-30	10962
Applied Mathematics and Computation|254	327-339	10963
Applied Mathematics and Computation|255	196-206	10964
Applied Mathematics and Computation|269	674-690	10965
Applied Mathematics and Computation|269	379-388	10966
Applied Mathematics and Computation|269	965-971	10967
Applied Mathematics and Computation|269	343-350	10968
Applied Mathematics and Computation|270	156-164	10969
Applied Mathematics and Computation|260	288-291	10970
Applied Mathematics and Computation|267	42-55	10971
Applied Mathematics and Computation|256	851-859	10972
Applied Mathematics and Computation|257	119-133	10973
Applied Mathematics and Computation|256	885-904	10974
Applied Mathematics and Computation|265	1067-1089	10975
Applied Mathematics and Computation|258	192-205	10976
Applied Mathematics and Computation|271	1024-1037	10977
Applied Mathematics and Computation|250	708-720	10978
Applied Mathematics and Computation|251	92-107	10979
Applied Mathematics and Computation|269	389-401	10980
Applied Mathematics and Computation|265	304-312	10981
Applied Mathematics and Computation|269	1-8	10982
Applied Mathematics and Computation|261	330-336	10983
Applied Mathematics and Computation|266	1093-1101	10984
Applied Mathematics and Computation|265	333-346	10985
Applied Mathematics and Computation|266	883-892	10986
Applied Mathematics and Computation|270	47-61	10987
Applied Mathematics and Computation|265	568-569	10988
Applied Mathematics and Computation|263	151-164	10989
Applied Mathematics and Computation|258	36-48	10990
Applied Mathematics and Computation|261	68-80	10991
Applied Mathematics and Computation|258	1-11	10992
Applied Mathematics and Computation|263	315-331	10993
Applied Mathematics and Computation|268	783-792	10994
Applied Mathematics and Computation|265	313-319	10995
Applied Mathematics and Computation|268	432-438	10996
Applied Mathematics and Computation|259	403-411	10997
Applied Mathematics and Computation|266	634-641	10998
Applied Mathematics and Computation|265	1058-1066	10999
Applied Mathematics and Computation|271	519-531	11000
Applied Mathematics and Computation|271	845-859	11001
Applied Mathematics and Computation|257	52-65	11002
Applied Mathematics and Computation|263	94-106	11003
Applied Mathematics and Computation|258	576-586	11004
Applied Mathematics and Computation|264	116-131	11005
Applied Mathematics and Computation|266	820-837	11006
Applied Mathematics and Computation|269	497-506	11007
Applied Mathematics and Computation|262	178-186	11008
Applied Mathematics and Computation|252	155-165	11009
Applied Mathematics and Computation|265	1106-1114	11010
Applied Mathematics and Computation|268	1122-1139	11011
Applied Mathematics and Computation|262	111-112	11012
Applied Mathematics and Computation|259	205-211	11013
Applied Mathematics and Computation|270	644-647	11014
Applied Mathematics and Computation|250	860-886	11015
Applied Mathematics and Computation|252	45-57	11016
Applied Mathematics and Computation|267	356-364	11017
Applied Mathematics and Computation|259	698-707	11018
Applied Mathematics and Computation|259	708-729	11019
Applied Mathematics and Computation|270	802-807	11020
Applied Mathematics and Computation|267	498-505	11021
Applied Mathematics and Computation|265	358-369	11022
Applied Mathematics and Computation|261	39-47	11023
Applied Mathematics and Computation|271	436-445	11024
Applied Mathematics and Computation|252	438-445	11025
Applied Mathematics and Computation|265	329-332	11026
Applied Mathematics and Computation|268	1015-1028	11027
Applied Mathematics and Computation|256	968-984	11028
Applied Mathematics and Computation|263	410-415	11029
Applied Mathematics and Computation|271	269-287	11030
Applied Mathematics and Computation|252	114-132	11031
Applied Mathematics and Computation|258	267-281	11032
Applied Mathematics and Computation|264	72-84	11033
Applied Mathematics and Computation|266	429-440	11034
Applied Mathematics and Computation|250	298-308	11035
Applied Mathematics and Computation|253	377-386	11036
