:START_ID(Author)	corresponding_author	:END_ID(Article)
Kiyeong Kim	No	17962
Heegon Kim	No	17962
Joungho Kim	No	17962
Srikrishna Sitaraman	No	17962
Venky Sundaram	No	17962
Rao R. Tummala	No	17962
A. Kociubinski	Yes	17963
M. Duk	No	17963
Tomasz Bieniek	No	17963
Grzegorz Janczyk	No	17963
Michal Borecki	No	17963
Emma Kowalczuk	Yes	17964
Arnab Bhattacharya 0007	No	17964
Ka Chung Lee	No	17964
Jesse Alton	No	17964
Martin Igarashi	No	17964
Stephane Barbeau	No	17964
K. W. Lee	Yes	17965
Chisato Nagai	No	17965
Ai Nakamura	No	17965
Ji Chel Bea	No	17965
Mariappan Murugesan	No	17965
Takafumi Fukushima	No	17965
Tanaka Tanaka	No	17965
Mitsumasa Koyanagi	No	17965
Keiji Matsumoto	Yes	17966
Hiroyuki Mori	No	17966
Yasumitsu Orii	No	17966
Yoriko Mizushima	Yes	17967
Young-Suk Kim	No	17967
Tomoji Nakamura	No	17967
Shoichi Kodama	No	17967
Nobuhide Maeda	No	17967
Koji Fujimoto	No	17967
Takayuki Ohba	No	17967
Mariappan Murugesan	Yes	17968
Takafumi Fukushima	No	17968
Ji Chel Bea	No	17968
K. W. Lee	No	17968
Mitsu Koyanagi	No	17968
Y. Imai	No	17968
S. Kimura	No	17968
Tetsu Tanaka	No	17968
O. Raz	Yes	17969
P. Duan	No	17969
H. J. S. Dorren	No	17969
James F. Rohan	Yes	17970
Declan Casey	No	17970
Monika Zygowska	No	17970
Michael Moore	No	17970
Brian Shanahan	No	17970
Mehdi Saedi	Yes	17971
Kambiz Samadi	No	17971
Arpit Mittal	No	17971
Rajat Mittal	No	17971
Cristiano Santos	Yes	17972
Papa Momar Souare	No	17972
François de Crecy	No	17972
Perceval Coudrain	No	17972
Jean-Philippe Colonna	No	17972
Pascal Vivet	No	17972
Andras Borbely	No	17972
Ricardo Reis	No	17972
M. Haykel Ben Jamaa	No	17972
Vincent Fiori	No	17972
Alexis Farcy	No	17972
Cristiano Santos	Yes	17973
Pascal Vivet	No	17973
Jean-Philippe Colonna	No	17973
Perceval Coudrain	No	17973
Ricardo Augusto da Luz Reis	No	17973
Masayuki Sato 0001	Yes	17974
Ryusuke Egawa	No	17974
Hiroyuki Takizawa	No	17974
Hiroaki Kobayashi	No	17974
Young Sik Song	Yes	17975
Yunho Han	No	17975
Tai Hong Yim	No	17975
X. Sun	Yes	17976
Geert Van der Plas	No	17976
Mikael Detalle	No	17976
Eric Beyne	No	17976
Jubee Tada	Yes	17977
Ryusuke Egawa	No	17977
Hiroaki Kobayashi	No	17977
Jing Tao	Yes	17978
Alan Mathewson	No	17978
Kafil M. Razeeb	No	17978
Dorota S. Temple	Yes	17979
Dean Malta	No	17979
Erik P. Vick	No	17979
Matthew R. Lueck	No	17979
Scott H. Goodwin	No	17979
Mark S. Muzilla	No	17979
Christopher M. Masterjohn	No	17979
Mark R. Skokan	No	17979
Bui Thanh Tung	Yes	17980
Xiaojin Cheng	No	17980
Naoya Watanabe	No	17980
Fumiki Kato	No	17980
Katsuya Kikuchi	No	17980
Masahiro Aoyagi	No	17980
Joeri De Vos	Yes	17981
Vladimir Cherman	No	17981
Mikael Detalle	No	17981
Teng Wang	No	17981
Abdellah Salahouelhadj	No	17981
Robert Daily	No	17981
Geert Van der Plas	No	17981
Eric Beyne	No	17981
Naoya Watanabe	Yes	17982
Masahiro Aoyagi	No	17982
Daisuke Katagawa	No	17982
Tsubasa Bandoh	No	17982
Takahiko Mitsui	No	17982
Eiichi Yamamoto	No	17982
Masayuki Watanabe	Yes	17983
Masa-Aki Fukase	No	17983
Masashi Imai	No	17983
Nanako Niioka	No	17983
Tetsuya Kobayashi	No	17983
Rosely Karel	No	17983
Atsushi Kurokawa	No	17983
Randy Widialaksono	Yes	17984
Wenxu Zhao	No	17984
W. Rhett Davis	No	17984
Paul D. Franzon	No	17984
Daniel Nilsen Wright	Yes	17985
Maaike M. Visser Taklo	No	17985
Astrid-Sofie B. Vardøy	No	17985
Helge Kristiansen	No	17985
Yang Zhang	Yes	17986
Thomas E. Sarvey	No	17986
Muhannad S. Bakir	No	17986
Chaoqi Zhang	Yes	17987
Paragkumar Thadesar	No	17987
Muneeb Zia	No	17987
Thomas E. Sarvey	No	17987
Muhannad S. Bakir	No	17987
Severin Zimmermann	Yes	17988
Thomas Brunschwiler	No	17988
Brian R. Burg	No	17988
Jonas Zuercher	No	17988
Guo Hong	No	17988
Dimos Poulikakos	No	17988
Mario Baum	No	17988
Christian Hofmann	No	17988
Qiaosha Zou	Yes	17989
Matt Poremba	No	17989
Yuan Xie 0001	No	17989
Qiaosha Zou	Yes	17990
Jia Zhan	No	17990
Fen Ge	No	17990
Matt Poremba	No	17990
Yuan Xie 0001	No	17990
Pu Cao	Yes	17991
Jiangtao Xi	No	17991
Yanguang Yu	No	17991
Qinghua Guo	No	17991
Jing Dong	Yes	17992
Kurt R. Bengtson	No	17992
Barrett F. Robinson	No	17992
Jan P. Allebach	No	17992
William Dyce	Yes	17993
Nancy Rodriguez 0001	No	17993
Benoit Lange	No	17993
Sebastien Andary	No	17993
Antoine Seilles	No	17993
Beatriz Quintino Ferreira	Yes	17994
Miguel Griné	No	17994
Duarte Lopes Gameiro	No	17994
João Paulo Costeira	No	17994
Beatriz Sousa Santos	No	17994
Zhenzhen Gao	Yes	17995
Ulrich Neumann	No	17995
Meha Hachani	Yes	17996
Azza Ouled Zaid	No	17996
William Puech	No	17996
Junhui Han	Yes	17997
Chi Fang	No	17997
Xiaoqing Ding	No	17997
Jian Sun	No	17997
Xianfeng David Gu	No	17997
Malgorzata Kujawinska	Yes	17998
Robert Sitnik	No	17998
Tomasz Kozacki	No	17998
Chao-Kang Liao	Yes	17999
Chi-Hao Wu	No	17999
Hsueh-Yi Lin	No	17999
Ting-Ting Chang	No	17999
Tung-Yang Lin	No	17999
Po-Kuan Huang	No	17999
Lin Miao	Yes	18000
Tatsuki Tahara	No	18000
Peng Xia	No	18000
Yasunori Ito	No	18000
Kouichi Nitta	No	18000
Yasuhiro Awatsuji	No	18000
Osamu Matoba	No	18000
Shunta Saito	Yes	18001
Makiko Kouchi	No	18001
Masaaki Mochimaru	No	18001
Yoshimitsu Aoki	No	18001
Sebastian Schwarz	Yes	18002
Mårten Sjöström	No	18002
Roger Olsson	No	18002
ByungIn Yoo	Yes	18003
Changkyu Choi	No	18003
Jae-Joon Han	No	18003
Chang-Kyo Lee	No	18003
Wonjun Kim	No	18003
Sungjoo Suh	No	18003
Dusik Park	No	18003
Junmo Kim	No	18003
Pierre Yver	Yes	18004
Sébastien Kramm	No	18004
Abdelaziz Bensrhair	No	18004
Edwin Azzam	No	18004
Kai Zhong	Yes	18005
Zhongwei Li	No	18005
Xiaohui Zhou	No	18005
Guomin Zhan	No	18005
Xingjian Liu	No	18005
Yusheng Shi	No	18005
Congjun Wang	No	18005
Srinath Sridhar 0002	Yes	18006
Helge Rhodin	No	18006
Hans-Peter Seidel	No	18006
Antti Oulasvirta	No	18006
Christian Theobalt	No	18006
Jens Ackermann	Yes	18007
Fabian Langguth	No	18007
Simon Fuhrmann	No	18007
Arjan Kuijper	No	18007
Michael Goesele	No	18007
Antonio Adán	Yes	18008
Enrique Valero	No	18008
Hassan Afzal	Yes	18009
Kassem Al Ismaeil	No	18009
Djamila Aouada	No	18009
François Destelle	No	18009
Bruno Mirbach	No	18009
Björn E. Ottersten	No	18009
Eduardo B. Almeida	Yes	18010
David B. Cooper	No	18010
Federica Arrigoni	Yes	18011
Luca Magri	No	18011
Beatrice Rossi	No	18011
Pasqualina Fragneto	No	18011
Andrea Fusiello	No	18011
Jonathan Balzer	Yes	18012
Daniel Acevedo Feliz	No	18012
Stefano Soatto	No	18012
Sebastian Höfer	No	18012
Markus Hadwiger	No	18012
Jürgen Beyerer	No	18012
Fernando Barrera	Yes	18013
Nicolas Padoy	No	18013
Rilwan Remilekun Basaru	Yes	18014
Chris Child	No	18014
Eduardo Alonso	No	18014
Greg G. Slabaugh	No	18014
Sema Berkiten	Yes	18015
Xinyi Fan	No	18015
Szymon Rusinkiewicz	No	18015
K. K. Srikrishna Bhat	Yes	18016
Janne Heikkilä	No	18016
Timo Bolkart	Yes	18017
Prosenjit Bose	No	18017
Chang Shu 0001	No	18017
Stefanie Wuhrer	No	18017
Tom Botterill	Yes	18018
Richard D. Green	No	18018
Steven Mills	No	18018
Susana Brandão	Yes	18019
Manuela M. Veloso	No	18019
João Paulo Costeira	No	18019
Daniel Herrera C.	Yes	18020
Kihwan Kim	No	18020
Juho Kannala	No	18020
Kari Pulli	No	18020
Janne Heikkilä	No	18020
Esra Ataer Cansizoglu	Yes	18021
Yuichi Taguchi	No	18021
Srikumar Ramalingam	No	18021
Yohei Miki	No	18021
Weifeng Chen	Yes	18022
Guofeng Zhang 0001	No	18022
Xiaojun Xiang	No	18022
Jiaya Jia	No	18022
Hujun Bao	No	18022
Sunyoung Cho	Yes	18023
Jizhou Yan	No	18023
Yasuyuki Matsushita	No	18023
Hyeran Byun	No	18023
Pol Cirujeda	Yes	18024
Xavier Binefa	No	18024
Pol Cirujeda	Yes	18025
Xavier Mateo	No	18025
Yashin Dicente	No	18025
Xavier Binefa	No	18025
Ryan Crabb	Yes	18026
Roberto Manduchi	No	18026
Vedrana Andersen Dahl	Yes	18027
Anders B. Dahl	No	18027
Rasmus Larsen 0001	No	18027
Amaël Delaunoy	Yes	18028
Jia Li	No	18028
Bastien Jacquet	No	18028
Marc Pollefeys	No	18028
Ilke Demir	Yes	18029
Daniel G. Aliaga	No	18029
Bedrich Benes	No	18029
Marc-Antoine Drouin	Yes	18030
Jean-Angelo Beraldin	No	18030
Luc Cournoyer	No	18030
David K. MacKinnon	No	18030
Guy Godin	No	18030
Jonathan Fournier	No	18030
Marc-Antoine Drouin	Yes	18031
François Blais	No	18031
Guy Godin	No	18031
David Ferstl	Yes	18032
Christian Reinbacher	No	18032
Gernot Riegler	No	18032
Matthias Rüther	No	18032
Horst Bischof	No	18032
Takahiko Furuya	Yes	18033
Ryutarou Ohbuchi	No	18033
Patricio A. Galindo	Yes	18034
Rhaleb Zayer	No	18034
Stamatios Georgoulis	Yes	18035
Marc Proesmans	No	18035
Luc J. Van Gool	No	18035
Avram Golbert	Yes	18036
David Arnon	No	18036
Aviv Sever	No	18036
Christian Häne	Yes	18037
Lionel Heng	No	18037
Gim Hee Lee	No	18037
Alexey Sizov	No	18037
Marc Pollefeys	No	18037
Kent Hansen	Yes	18038
Jeppe Pedersen	No	18038
Thomas Sølund	No	18038
Henrik Aanaes	No	18038
Dirk Kraft	No	18038
Jacob D. Hauenstein	Yes	18039
Timothy S. Newman	No	18039
Jared Heinly	Yes	18040
Enrique Dunn	No	18040
Jan-Michael Frahm	No	18040
Jan Heller	Yes	18041
Tomás Pajdla	No	18041
Manuel Hofer	Yes	18042
Michael Maurer	No	18042
Horst Bischof	No	18042
Vamsi Sai Kalasapudi	Yes	18043
Yelda Turkan	No	18043
Pingbo Tang	No	18043
Asako Kanezaki	Yes	18044
Emanuele Rodolà	No	18044
Daniel Cremers	No	18044
Tatsuya Harada	No	18044
Vahid Kazemi	Yes	18045
Cem Keskin	No	18045
Jonathan Taylor	No	18045
Pushmeet Kohli	No	18045
Shahram Izadi	No	18045
Christian Kerl	Yes	18046
Mohamed Souiai	No	18046
Jürgen Sturm	No	18046
Daniel Cremers	No	18046
Hansung Kim	Yes	18047
Adrian Hilton	No	18047
Changil Kim	Yes	18048
Ulrich Muller	No	18048
Henning Zimmer	No	18048
Yael Pritch	No	18048
Alexander Sorkine-Hornung	No	18048
Markus H. Gross	No	18048
Nikolay Kobyshev	Yes	18049
Hayko Riemenschneider	No	18049
Luc J. Van Gool	No	18049
Andreas Kuhn 0002	Yes	18050
Helmut Mayer 0001	No	18050
Heiko Hirschmüller	No	18050
Daniel Scharstein	No	18050
Jean-François Lalonde	Yes	18051
Iain A. Matthews	No	18051
Dorra Larnaout	Yes	18052
Vincent Gay-Bellile	No	18052
Steve Bourgeois	No	18052
Michel Dhome	No	18052
Zhongyu Li	Yes	18053
Jihua Zhu	No	18053
Ke Lan	No	18053
Chen Li	No	18053
Chaowei Fang	No	18053
Shu Liang	Yes	18054
Ira Kemelmacher-Shlizerman	No	18054
Linda G. Shapiro	No	18054
Alex Locher	Yes	18055
Lennart Elsen	No	18055
Xavier Boix	No	18055
Luc J. Van Gool	No	18055
Simon Lynen	Yes	18056
Michael Bosse	No	18056
Paul Timothy Furgale	No	18056
Roland Siegwart	No	18056
Ameesh Makadia	Yes	18057
Mehmet Ersin Yümer 0001	No	18057
Charles Malleson	Yes	18058
Martin Klaudiny	No	18058
Jean-Yves Guillemaut	No	18058
Adrian Hilton	No	18058
Manuel Martinez	Yes	18059
Florian van de Camp	No	18059
Rainer Stiefelhagen	No	18059
Andelo Martinovic	Yes	18060
Luc J. Van Gool	No	18060
Takahiro Matsumura	Yes	18061
Yasuhiro Mukaigawa	No	18061
Yasushi Yagi	No	18061
Massimo Mauro	Yes	18062
Hayko Riemenschneider	No	18062
Alberto Signoroni	No	18062
Riccardo Leonardi	No	18062
Luc J. Van Gool	No	18062
Branislav Micusík	Yes	18063
Horst Wildenauer	No	18063
Leo Miyashita	Yes	18064
Yoshihiro Watanabe	No	18064
Masatoshi Ishikawa	No	18064
Mustafa Mohamad	Yes	18065
David Rappaport	No	18065
Michael Greenspan	No	18065
Thomas Morwald	Yes	18066
Jonathan Balzer	No	18066
Markus Vincze	No	18066
Tomoyuki Mukasa	Yes	18067
Shohei Nobuhara	No	18067
Tony Tung	No	18067
Takashi Matsuyama	No	18067
Hiroto Nagayoshi	Yes	18068
Marc Pollefeys	No	18068
Alexandros Neophytou	Yes	18069
Adrian Hilton	No	18069
Shohei Nobuhara	Yes	18070
Wei Ning	No	18070
Takashi Matsuyama	No	18070
Xing-Chen Pan	Yes	18071
Hong-Ren Su	No	18071
Shang-Hong Lai	No	18071
Kai-Che Liu	No	18071
Hurng-Sheng Wu	No	18071
Marco Pedersoli	Yes	18072
Tinne Tuytelaars	No	18072
Giovanni Pintore	Yes	18073
Marco Agus	No	18073
Enrico Gobbetti	No	18073
Maheen Rashid	Yes	18074
Martial Hebert	No	18074
Carl Yuheng Ren	Yes	18075
Victor Adrian Prisacariu	No	18075
Olaf Kähler	No	18075
Ian D. Reid 0001	No	18075
David W. Murray	No	18075
Nadia Robertini	Yes	18076
Edilson de Aguiar	No	18076
Thomas Helten	No	18076
Christian Theobalt	No	18076
Antonio L. Rodriguez	Yes	18077
Pierluigi Taddei	No	18077
Vítor Sequeira	No	18077
Nadejda Roubtsova	Yes	18078
Jean-Yves Guillemaut	No	18078
Mohammad Rouhani	Yes	18079
Edmond Boyer	No	18079
Angel Domingo Sappa	No	18079
Mohammad Rouhani	Yes	18080
Edmond Boyer	No	18080
Angel Domingo Sappa	No	18080
Minghao Ruan	Yes	18081
Daniel Huber	No	18081
Ryusuke Sagawa	Yes	18082
Nozomu Kasuya	No	18082
Yoshinori Oki	No	18082
Hiroshi Kawasaki	No	18082
Yoshio Matsumoto	No	18082
Ryo Furukawa	No	18082
Adrián Peñate Sánchez	Yes	18083
Francesc Moreno-Noguer	No	18083
Juan Andrade-Cetto	No	18083
François Fleuret	No	18083
Rahul Sawhney	Yes	18084
Fuxin Li	No	18084
Henrik I. Christensen	No	18084
Akihito Seki	Yes	18085
Oliver J. Woodford	No	18085
Satoshi Ito	No	18085
Björn Stenger	No	18085
Makoto Hatakeyama	No	18085
Junichi Shimamura	No	18085
Rajvi Shah	Yes	18086
Aditya Deshpande	No	18086
P. J. Narayanan	No	18086
Qi Shan	Yes	18087
Changchang Wu	No	18087
Brian Curless	No	18087
Yasutaka Furukawa	No	18087
Carlos Hernández	No	18087
Steven M. Seitz	No	18087
Boxin Shi	Yes	18088
Kenji Inose	No	18088
Yasuyuki Matsushita	No	18088
Ping Tan	No	18088
Sai-Kit Yeung	No	18088
Katsushi Ikeuchi	No	18088
Alon Shtern	Yes	18089
Ron Kimmel	No	18089
Marcos Slomp	Yes	18090
Hiroshi Kawasaki	No	18090
Ryo Furukawa	No	18090
Ryusuke Sagawa	No	18090
Filip Srajer	Yes	18091
Alexander G. Schwing	No	18091
Marc Pollefeys	No	18091
Tomás Pajdla	No	18091
Adam Stambler	Yes	18092
Daniel Huber	No	18092
Hong-Ren Su	Yes	18093
Hao-Yuan Kuo	No	18093
Shang-Hong Lai	No	18093
Chin-Chia Wu	No	18093
Chris Sweeney	Yes	18094
John Flynn	No	18094
Matthew Turk	No	18094
Pierluigi Taddei	Yes	18095
Carlos Sánchez	No	18095
Antonio L. Rodriguez	No	18095
Simone Ceriani	No	18095
Vítor Sequeira	No	18095
Keita Takahashi	Yes	18096
Toshiaki Fujii	No	18096
Youngjung Uh	Yes	18097
Yasuyuki Matsushita	No	18097
Hyeran Byun	No	18097
Christos Veinidis	Yes	18098
Ioannis Pratikakis	No	18098
Theoharis Theoharis	No	18098
Patrick Waibel	Yes	18099
Jörg Matthes	No	18099
Lutz Gröll	No	18099
Hubert B. Keller	No	18099
Jian Wang 0009	Yes	18100
Anja Borsdorf	No	18100
Benno Heigl	No	18100
Thomas Köhler	No	18100
Joachim Hornegger	No	18100
Chao Wang	Yes	18101
Yong K. Cho	No	18101
Liansheng Wang	Yes	18102
Huangjing Lin	No	18102
Xiaoyang Huang	No	18102
Boliang Wang	No	18102
Yiping Chen	No	18102
Donglai Wei	Yes	18103
Ce Liu	No	18103
William T. Freeman	No	18103
Aaron Wetzler	Yes	18104
Ron Kimmel	No	18104
Alfred M. Bruckstein	No	18104
Roberto Mecca	No	18104
Xiaokun Wu	Yes	18105
Chuan Li	No	18105
Michael Wand	No	18105
Klaus Hildebrandt	No	18105
Silke Jansen	No	18105
Hans-Peter Seidel	No	18105
Jizhou Yan	Yes	18106
Dongdong Chen	No	18106
Heesoo Myeong	No	18106
Takaaki Shiratori	No	18106
Yi Ma	No	18106
Yipin Yang	Yes	18107
Yao Yu	No	18107
Yu Zhou 0007	No	18107
Sidan Du	No	18107
James Davis 0001	No	18107
Ruigang Yang	No	18107
Bernhard Zeisl	Yes	18108
Christopher Zach	No	18108
Marc Pollefeys	No	18108
Allan Zelener	Yes	18109
Philippos Mordohai	No	18109
Ioannis Stamos	No	18109
Gangqiang Zhao	Yes	18110
Junsong Yuan	No	18110
Kang Dang	No	18110
Silvia Biasotti	Yes	18111
Andrea Cerri	No	18111
Mostafa Abdelrahman	No	18111
Masaki Aono	No	18111
Abdessamad Ben Hamza	No	18111
Moumen T. El-Melegy	No	18111
Aly A. Farag	No	18111
Valeria Garro	No	18111
Andrea Giachetti 0001	No	18111
Daniela Giorgi	No	18111
Afzal Godil	No	18111
C. Li	No	18111
Y.-J. Liu	No	18111
H. Y. Martono	No	18111
Chika Sanada	No	18111
Atsushi Tatsuma	No	18111
Santiago Velasco-Forero	No	18111
C.-X. Xu	No	18111
Ludovic Blache	Yes	18112
Céline Loscos	No	18112
Olivier Nocent	No	18112
Laurent Lucas	No	18112
Davide Boscaini	Yes	18113
Ramunas Girdziusas	No	18113
Michael M. Bronstein	No	18113
Karla Brkic	Yes	18114
Aitor Aldoma	No	18114
Markus Vincze	No	18114
Sinisa Segvic	No	18114
Zoran Kalafatic	No	18114
Antonios Danelakis	Yes	18115
Theoharis Theoharis	No	18115
Ioannis Pratikakis	No	18115
Quoc-Viet Dang	Yes	18116
Géraldine Morin	No	18116
Sandrine Mouysset	No	18116
Valeria Garro	Yes	18117
Andrea Giachetti 0001	No	18117
Andrea Giachetti 0001	Yes	18118
E. Mazzi	No	18118
Francesco Piscitelli	No	18118
Masaki Aono	No	18118
A. Ben Hamza	No	18118
Thomas Bonis	No	18118
Peter Claes	No	18118
Afzal Godil	No	18118
Chunyuan Li	No	18118
Maks Ovsjanikov	No	18118
Viorica Patraucean	No	18118
Chang Shu 0001	No	18118
J. Snyders	No	18118
Paul Suetens	No	18118
Atsushi Tatsuma	No	18118
Dirk Vandermeulen	No	18118
Stefanie Wuhrer	No	18118
Pengcheng Xi	No	18118
Nguyen Vu Hoàng	Yes	18119
Valérie Gouet-Brunet	No	18119
Bo Li 0013	Yes	18120
Y. Lu	No	18120
C. Li	No	18120
Afzal Godil	No	18120
Tobias Schreck	No	18120
Masaki Aono	No	18120
Martin Burtscher	No	18120
Hongbo Fu	No	18120
Takahiko Furuya	No	18120
Henry Johan	No	18120
Jianzhuang Liu	No	18120
Ryutarou Ohbuchi	No	18120
Atsushi Tatsuma	No	18120
Changqing Zou	No	18120
Bo Li 0013	Yes	18121
Y. Lu	No	18121
C. Li	No	18121
Afzal Godil	No	18121
Tobias Schreck	No	18121
Masaki Aono	No	18121
Qiang Chen	No	18121
Nihad Karim Chowdhury	No	18121
Bin Fang	No	18121
Takahiko Furuya	No	18121
Henry Johan	No	18121
Ryuichi Kosaka	No	18121
Hitoshi Koyanagi	No	18121
Ryutarou Ohbuchi	No	18121
Atsushi Tatsuma	No	18121
Guoliang Luo	Yes	18122
Frederic Cordier	No	18122
Hyewon Seo	No	18122
Sebastian Ochmann	Yes	18123
Richard Vock	No	18123
Raoul Wessel	No	18123
Reinhard Klein	No	18123
Panagiotis Papadakis	Yes	18124
David Pickup	Yes	18125
Xianfang Sun	No	18125
Paul L. Rosin	No	18125
Ralph R. Martin	No	18125
Z. Cheng	No	18125
Zhouhui Lian	No	18125
Masaki Aono	No	18125
Abdessamad Ben Hamza	No	18125
Alexander M. Bronstein	No	18125
Michael M. Bronstein	No	18125
S. Bu	No	18125
Umberto Castellani	No	18125
S. Cheng	No	18125
Valeria Garro	No	18125
Andrea Giachetti 0001	No	18125
Afzal Godil	No	18125
J. Han	No	18125
Henry Johan	No	18125
L. Lai	No	18125
Bo Li 0013	No	18125
C. Li	No	18125
Haisheng Li	No	18125
Roee Litman	No	18125
X. Liu	No	18125
Z. Liu	No	18125
Yijuan Lu	No	18125
Atsushi Tatsuma	No	18125
J. Ye	No	18125
Mario A. Rojas	Yes	18126
Federico Sukno	No	18126
John Waddington	No	18126
Paul F. Whelan	No	18126
Michalis A. Savelonas	Yes	18127
Ioannis Pratikakis	No	18127
Konstantinos Sfikas	No	18127
Vamsi Kiran Adhikarla	Yes	18128
Pawel Wozniak	No	18128
Attila Barsi	No	18128
Dave Singhal	No	18128
Péter Tamás Kovács	No	18128
Tibor Balogh	No	18128
Payman Aflaki	Yes	18129
Miska M. Hannuksela	No	18129
Maryam Homayouni	No	18129
Moncef Gabbouj	No	18129
Kaan Aksit	Yes	18130
Amir Hossein Ghanbari Niaki	No	18130
Osman Eldes	No	18130
Hakan Urey	No	18130
E. Alazawi	Yes	18131
Maysam Abbod	No	18131
Amar Aggoun	No	18131
Mohammad Rafiq Swash	No	18131
O. Abdul Fatah	No	18131
J. C. Fernandez	No	18131
Roberto Gerson De Albuquerque Azevedo	Yes	18132
Luiz Fernando Gomes Soares	No	18132
Harlyn Baker	Yes	18133
Sven Wanner	No	18133
Constantin Papadas	No	18133
Sonny Vo	No	18133
Ákos Balázs	Yes	18134
Attila Barsi	No	18134
Péter Tamás Kovács	No	18134
Tibor Balogh	No	18134
Miguel Barreda-Ángeles	Yes	18135
Romuald Pépion	No	18135
Emilie Bosc	No	18135
Patrick Le Callet	No	18135
Alexandre Pereda-Baños	No	18135
Roland Bartmann	Yes	18136
Mathias Kuhlmey	No	18136
Ronny Netzbandt	No	18136
René de la Barré	No	18136
Atanas Boev	Yes	18137
Pablo Carballeira	Yes	18138
Julián Cabrera	No	18138
Fernando Jaureguizar	No	18138
Narciso N. García	No	18138
Aleksandra Chuchvara	Yes	18139
Mihail Georgiev	No	18139
Atanas P. Gotchev	No	18139
Caroline Conti	Yes	18140
Péter Tamás Kovács	No	18140
Tibor Balogh	No	18140
Paulo J. L. Nunes	No	18140
Luís Ducla Soares	No	18140
Pedro D. F. Correia	Yes	18141
Sylvain Marcelino	No	18141
Pedro A. Amado Assunção	No	18141
Sérgio M. M. de Faria	No	18141
Salviano Soares	No	18141
Carla L. Pagliari	No	18141
Eduardo A. B. da Silva	No	18141
Sally E. Day	Yes	18142
Eero Willman	No	18142
F. Anibal Fernandez	No	18142
Philip Surman	No	18142
Marek Domanski	Yes	18143
Adrian Dziembowski	No	18143
Agnieszka Kuehn	No	18143
Maciej Kurc	No	18143
Adam Luczak	No	18143
Dawid Mieloch	No	18143
Jakub Siast	No	18143
Olgierd Stankiewicz	No	18143
Krzysztof Wegner	No	18143
Emil Dumic	Yes	18144
Sonja Grgic	No	18144
Luís Alberto da Silva Cruz	No	18144
Pedro A. Amado Assunção	No	18144
Fernando Teubl Ferreira	Yes	18145
Celso Setsuo Kurashima	No	18145
Marcio Calixto Cabral	No	18145
Roseli de Deus Lopes	No	18145
Júnia Coutinho Anacleto	No	18145
Marcelo Knörich Zuffo	No	18145
Sidney S. Fels	No	18145
Norishige Fukushima	Yes	18146
Naoki Kodera	No	18146
Yutaka Ishibashi	No	18146
Masayuki Tanimoto	No	18146
David Grogna	Yes	18147
Geraldine Guerri	No	18147
Jacques G. Verly	No	18147
Andre F. R. Guarda	Yes	18148
Joao M. Santos	No	18148
Danilo B. Graziosi	No	18148
Nuno M. M. Rodrigues	No	18148
Sérgio M. M. de Faria	No	18148
Antonella Guidazzoli	Yes	18149
Antonio Baglivo	No	18149
Daniele De Luca	No	18149
Silvano Imboden	No	18149
Maria Chiara Liguori	No	18149
Alessandro Rivalta	No	18149
N. Haddad	Yes	18150
Safak Dogan	No	18150
Hemantha Kodikara Arachchi	No	18150
D. Varuna S. X. De Silva	No	18150
Ahmet M. Kondoz	No	18150
Christopher Hahne	Yes	18151
Amar Aggoun	No	18151
Shyqyri Haxha	No	18151
Vladan Velisavljevic	No	18151
Juan C. J. Fernandez	No	18151
Petri Helin	Yes	18152
Vladimir Katkovnik	No	18152
Atanas P. Gotchev	No	18152
Jaakko Astola	No	18152
Jose L. Herrera	Yes	18153
Carlos R. del-Blanco	No	18153
Narciso N. García	No	18153
Maryam Homayouni	Yes	18154
Payman Aflaki	No	18154
Moncef Gabbouj	No	18154
Árpád Huszák	Yes	18155
Tomohiko Inoue	Yes	18156
Norishige Fukushima	No	18156
Yutaka Ishibashi	No	18156
Michal Joachimiak	Yes	18157
Miska M. Hannuksela	No	18157
Moncef Gabbouj	No	18157
Lode Jorissen	Yes	18158
Patrik Goorts	No	18158
Bram Bex	No	18158
Nick Michiels	No	18158
Sammy Rogmans	No	18158
Philippe Bekaert	No	18158
Gauthier Lafruit	No	18158
Patrik Kamencay	Yes	18159
Martina Zachariasova	No	18159
Robert Hudec	No	18159
Miroslav Benco	No	18159
Roman Radil	No	18159
Vladimir Katkovnik	Yes	18160
José M. Bioucas-Dias	No	18160
N. V. Petrov	No	18160
Péter Tamás Kovács	Yes	18161
Zsolt Nagy	No	18161
Attila Barsi	No	18161
Vamsi Kiran Adhikarla	No	18161
Robert Bregovic	No	18161
Suraj Krishnamurthy	Yes	18162
Kalpathi R. Ramakrishnan	No	18162
Kristóf Lackner	Yes	18163
Atanas Boev	No	18163
Atanas P. Gotchev	No	18163
Gwangsoon Lee	Yes	18164
Eung-Don Lee	No	18164
Namho Hur	No	18164
Giseok Kim	No	18164
Jae-Soo Cho	No	18164
Yu Mao	Yes	18165
Gene Cheung	No	18165
Yusheng Ji	No	18165
Virginia Martin	Yes	18166
Julián Cabrera	No	18166
Narciso N. García	No	18166
Manuel Martínez-Corral	Yes	18167
Anabel Llavador	No	18167
Emilio Sanchez-Ortiga	No	18167
Genaro Saavedra	No	18167
Ricardo J. S. Monteiro	Yes	18168
Nuno M. M. Rodrigues	No	18168
Sérgio M. M. de Faria	No	18168
Suryanarayana Murthy Muddala	Yes	18169
