:START_ID(Author)	:END_ID(Article)
Volodymyr Khranovskyy	19503
Jingzhe Yu	13299
Leyla Alegria	17070
Lucile Arnaud	10286
Xun Chai	17536
David W. Carrier	9550
Hajin Choi	17342
Sumin Choi	15459
M. R. Baiju	14340
Masoud Farzaneh	3115
Xiao-pan Liu	16464
Carlo Bottardi	6543
Zhengxing Huang	14216
Alireza Ramezani Akhmareh	14231
Shoukry I. Shams	5594
Tanvir Rahman	3822
Xintong Ling	11513
Suping Peng	17674
Wen Jiang	18083
Ryan Schubert	16187
Steven Latré	6433
Hyeong Hun Kim	342
Mohamed El Hachemi Benbouzid	9477
Shuo Feng	11835
Yini Zhong	16354
P. B. Sujit	18436
Shuhui Yang	5772
Hesam Nourmohamadi	6549
Harald Kosch	11627
Foo Wei Lee	18162
Anh Quan Truong	15015
Federica Arrigoni	2514
P. Alison Paprica	7884
Burcu Bekdeser	12380
Luis Alberto Morales-Hernández	254
Yuehong Gao	6257
Xiangyang Luo	270
Zida Xiao	14044
See Gim Kerk	9481
Danilo F. Câmara	10974
Irina Mazilu	15802
Irfan Mehmood	5152
Yanhao Wang	10792
Ben Ye	14829
Ching-Wen Cheng	19831
Sang-Il Choi	8753
Balazs Kovacs	1622
Z. Liu	17435
Jesús Bernardino Alonso Hernández	17772
Nguyen Van Dac	11809
Shaowei Wang 0001	736
Yihua Hu	11186
Kurt de Vlam	8089
Luis Alberto Morales-Hernández	18766
Hardy Baierl	675
Marcus Svoboda	15265
Lotfi Ben Othmane	12932
Jose I. Robla Villalba	11075
Haiming Liang	405
Rongjian Xu	7625
Jihong Zhu	827
Yumeng Liu	9983
Wonchul Seo	350
Hamit Erdem	17917
Eric Chattot	10199
Zongqing Lu	3466
Qingqi Pei	9186
Shusheng Bi	18665
Song Li 0001	482
Xiaolin Zhang	5452
John Panneerselvam	13134
Jen-Wei Huang	18269
Shaobo Lv	19183
Partha Bhaumik	4307
Mustafa Agaoglu	14589
Emmanuel Godoy	12018
Jesse Greener	19545
Jae Geun Lee	6772
Fabio Bernizzoni	268
Maria Prandini	15818
Yaxiao Qin	18498
Rebecca Zeitz	5403
Gabriel Falcão Paiva Fernandes	13030
Magdalena Méndez-López	8035
Michael Hofbaur	18108
Andreas Ejupi	18760
Michael S. Gashler	19490
Jinhong Jeon	1286
Mina Guirguis	15009
Maarten van Steen	5155
Weifeng Gao	4567
Guifen Mao	3358
Qing Xue	2082
Christophe Rigotti	5397
Abhishek Kumar 0002	14876
Di Cao	16165
Sonali Patil	3549
Weiyang Lin	7804
Sille Van Landschoot	9700
Zheng Zhao	6057
Fuli Wang	16258
Xin Lin	8525
Wenxiang Zhao	6259
Mohd Faizal Jamlos	10467
Jonny M. Collins	707
K. Dieter Lang	2977
José R. Espinoza	4461
Andrew Quitmeyer	1968
Seyed Raein Hashemi	71
Kurt Tutschku	2284
Chun Jiang Zhu	3731
Wlodek Kulesza	15552
Guanghui Yue	5720
José Gerardo V. da Rocha	12408
Sanjeev Kumar Pandey	7703
Chia-Ying Lin	4466
Liwei Song	12049
Qihui Wu	4447
Haishun Sun	17828
Nilanjan Mukherjee 0003	19383
Florimond Guéniat	11150
Stephan Reiff-Marganiec	12197
Argus A. Dunca	3471
Ridha Souissi	10613
Lei Yu 0006	762
Anish Jindal	4074
Irfan Ahmad	11815
Hwa-Young Kim	17922
Daniel H. Jung	17524
Shuai Wang 0010	11328
En-Hsiang Yeh	11273
James C. Barnard	12833
Tshering Dema	13195
Inmaculada Ayala	11790
Shaosong Li	12480
Chang-Hong Lin	17857
Yu Lu 0004	4398
Rubén Tolosana	14746
Richard H. R. Harper	6626
Francisco Javier González	17263
Syed Anas Imtiaz	6739
Jörn Voigt	8026
Ricardo I. Fuentes	9244
Philippe Garnier	13978
Yoo Sang Choo	10749
Roberto Buffa	19438
Jing Wang 0005	1229
Iris Koch	11884
Justin E. Ossolinski	15592
Yonghun Kim	18816
Sitao Ling	9269
Vincent Gabrion	19924
Ashish Kumar Pandey	16014
Abdul Haseeb Malik	373
Victoria M. Katilu	3050
T. Rama Rao	16327
Michael Duersch	14234
Michael Kapralov	5438
Michele De Filippo De Grazia	3158
Rawan Naous	3281
Aqeel S. Jaber	2508
Raunaq Gupta	13524
Asma Bouhlel	19716
Mohammad Hadhrawi	9227
Chunguang Xu	2185
Yichun Liu	2435
Edwin Engin Yaz	315
David Reitter	19136
Hsing-Shun Chen	358
Grega Jakus	3001
Jinliang Shi	4931
Nicolas Bernard	7272
C. Díaz Muñiz	5141
Taylor H. Ware	1817
Tong Zhou	1987
Xi Zheng	16016
Shankar Lal	16433
Deepak Rajendraprasad	19179
Yoshinobu Manome	590
Ali Raza	6336
Wendy Burke	13442
Li Zhu	17360
Sungwon Kang	1479
Gozde O. Sahinoglu	2881
Jin Sha	7477
Matti J. Peltola	2581
Peter E. Larsen	7306
Ana M. Llor	10983
Noura Faci	19161
Jung Ok Kim	9175
Guiming Luo	13025
Austin L. Toombs	15793
Lotfi Ben Othmane	4456
Shuguo Pan	12803
Oleksandr Tkachenko	533
Apu Kumar Saha	4897
Okko Räsänen	13918
Sebastian Canovas-Carrasco	274
Pedro Assuncao	18713
Afef Ghabri	5520
Yuriy Polyakov	12011
Edgard Jamhour	19117
Juste Rozene	2081
Amir Abbas Najafi	9215
Alberto Olivares	18144
Mathias Angelico Engelhardt	2577
Gheorghe-Daniel Andreescu	3822
Sascha Geulen	818
Zheqiang Wu	290
Qing Ye	7424
Maqbool Ahmad	8954
Po-Jui Tseng	3379
Rodney K. Singleton	11464
Chun-Da Tu	6868
Siyang Qin	12125
Qiu Xiaona	11329
Xianfu Chen	2472
Kai Goebel	5252
Tangjun Shi	6600
Parisa Shokouhi	12110
Matthieu Lacolle	11910
Panagiotis Perakis	12166
Abdulla K. Al-Ali	18734
Omar Abu Arqub	9287
Jacobo Fernández-Vargas	5488
M. Raoofian Naeeni	6371
Piotr Gamorski	9392
T. S. Nandu	13186
Björn Franke	16847
Daniel J. Rogers	14466
Alexandros Kostopoulos	17071
Sebastian J. Wirkert	10070
Eric Maisel	6355
Xiang Gui	3916
Angela Marinoni	10952
Mitja Lustrek	1277
Ricardo Severino	13851
Shantha Fernando	11283
Shuxi Gong	5784
Arthur F. Da Costa	18339
Zhiguo Zhang	11024
Md. Zahurul Islam	4085
Ananth Srinivasan	2170
Guido Ala	10517
Md. Mazharul Islam	10292
Na Xu	14465
Clint Heyer	19074
Nitish D. Patel	17761
Chi-Chun Lo	17936
Adrián Peñate Sánchez	10766
Bing Li 0004	16259
Kaori Ishii	4629
Lucas Braga	9512
Samantha Melani	12725
Sebastiano Cavallaro	7993
Filip Gustafsson	4037
Zhenzhen Hu	942
Jeevithashree D. V.	7072
Shin-Yan Chiou	16435
Ishfaq Ali	19935
Mark Dougherty	7105
Mehdi Mokhtarzade	18920
Fabiano Cezar Domingos	9259
Richard Mortier	15576
Nathan Weise	941
Zhiwei Zhao	1364
Shangzhu Jin	3876
Paulo J. L. Nunes	7153
Pramit Sood	5631
Chunning Wang	14911
Paulo Fernando da Costa Antunes	18694
Sastry Kompella	15148
Seung-Hoon Sung	2931
Ouyang Wu	12286
Taco J. Blokhuis	19131
Takuro Shibayama	2415
Yujing He	4585
Moshaddique Al Ameen	2981
Zhen-huan Wang	5120
Liaquat Ahmad	7927
Masanori Fukui	1287
Junhua Wang	803
Rene Kabalisa	8128
Shang-Ru Hsu	5781
Sunwoo Kim	11997
Jun-Yeob Song	9285
Jia Liu	11358
Biao Sun	13817
Dadang Gunawan	18961
Davide Badoni	2342
Rabia Batool	5981
Maria Fátima Domingues	623
He Miao	15692
Seung-Ik Lee	19858
Hengyu Li	19929
Federico Montano	13600
Virginia Strati	11824
H. Shahul Hamead	7660
Wei Song 0008	17024
Judith Amores	1519
Dan Paullus	1149
Shiping Chen	4280
Jakob Engel	376
Albert K. Henning	5728
Mauro Biagi	19519
Akhtar Hayat	14111
Dzhaner Emin	1101
Salvador Alepuz	16778
Yan Zhu 0005	18083
M. Auxiliadora Casterad	2091
Manuel Ferre	19367
Shifei Liu	1670
Jinhua Du	10728
Yunzhong Liu	646
Ren Ping Liu	14899
Gerhard Bauch	11276
Olimpo Anaya-Lara	10569
Vittorio Manetti	19071
Bonnie Chinh	16116
Ko-Le Chen	4437
Khalfalla Awedat	2095
Ruier Zeng	19110
Neeli R. Prasad	19368
Utpal Garain	19575
Yongchang Zhang	17224
Rudi Giot	8
Khaled Hamidouche	16738
Eduardo Velloso	16317
Abir Jaafar Hussain	14970
Arnab Kundu	15465
Samia Sbissi	8620
Jay M. Jahangiri	15587
Kevin Winoto	10807
Ni Cao	15288
Zihui Liu	6402
Paul Komenda	15849
Sebastian Wandelt	18045
Yi Chen	10081
Jinzhu Zhang	17922
Semra Gülce Turan	5184
HuaAng Chen	11781
Yufeng Cheng	4548
Dominique Beauvois	9980
Haibo Zhou	19555
Chayooth Theeravithayangkura	18558
Vijanth Sagayan Asirvadam	9415
Junlin Li	14630
Zhipeng Pan	15308
Sylvie Cazalens	4661
Fu-Rong Feng	10616
Dolores Blanco	8730
Vikas Rajendra	3692
Zhiyang Wang	5721
Xavier J. A. Bellekens	11334
Xiulong Liu	19180
Kyle Wilson	4672
Mohan Rajesh Elara	655
Tetsuro Nishino	8596
Willem Back	5782
Daniel Peroni	17919
Matteo E. Bonfanti	16481
Bela Berde	18703
Zhuangyan Zhao	10135
Min K. Chung	15793
Cam-Hao Hua	9254
Muhidul Islam Khan	6525
Mengjie Shi	6752
Seyed Milad Tayebi	9288
Adam Walker	14508
Weichuan Liu	6306
Zhifang Liang	893
Rick L. Sturdivant	1520
Ghada Almashaqbeh	18103
Paolo Maggi	11501
Iván García-Magariño	3901
Patrik Maier	8160
Kevin Mathew	11671
Ghasem Pasandi	5506
Omar Farrok	15626
Marco Pratesi	8480
Lei Jia	11913
Cheng-Yu Tang	7183
WenYang Wang	13188
Biing-Hwang Juang	1141
T. G. Emam	13987
Luigi Atzori	18152
Abduladem Aljamel	5749
Alfonso Alcántara	19330
Sun-Ju Kim	19869
Wan-Yu Chang	18118
Amir Morad	14335
Shunsuke Kamijo	16363
Guangming Xie	10518
Cornelia Weltzien	6022
Chuang Hou	2710
Claudia A. Pérez-Pinacho	17111
Lauren Futami	18737
Xiaoyang Li	11250
Yong Xia	16996
Cecilia Gimeno	10443
Amedeo Andreotti	13949
Henry Cruz	15118
Hongsheng Xi	17715
Jing Qiao	8424
Wenxiu Sun	8572
Weiqun Liu	13195
Gianluca Frasca Caccia	2993
François-Xavier Aguessy	5528
Ahmed Chaibet	12789
Ning Li 0001	12625
Michael P. Sama	17138
Ander Pijoan	6627
Diego Terrana	5686
Carlo Guarnieri Calo Carducci	6915
Jay Endsley	1078
Ishak Aris	1789
Guy-Alain Lusilao-Zodi	8279
Jianli Pan	16421
Xiangjuan Yu	12715
Hiroki Yamamoto	10579
Nor Hapishah Abdullah	12849
Victor N. Dubinin	1389
Baoqi Sun	15709
Michiaki Sugiyama	5257
Benjamin Menrad	15743
Kazuo Sato	18705
Matti Lehtomäki	9173
Hyun-Cheol Kim	15586
Yashodhan Athavale	7678
Xiaobiao Shan	12145
Chung-Ming Wang	14173
Yuanwu Lei	3810
Hanchen Lu	16442
Jinji Sun	17214
Chen-Chia Chen	16189
Yong-Quan Chen	6165
Karel Zimmermann	8217
Wufan Chen	10220
Vignesh Thangavel	11655
Tanweer Ali	11659
Yingwei Zhang	14732
Kaijian Liu	6816
Jun-Sik Kim	4480
Efstratios Chatzinikolaou	13854
Francisco R. Ortega	10426
Tommaso Isernia	4016
Xin Wang 0025	15816
James Hardy	18619
Christian Hesse	8578
Ming Dai	15160
Kaixing Huang	17263
Germain Jolly	11726
Yun Ai	1796
G. Akhil	17294
Christoph Krauß	19301
Rui Wang 0003	6018
Wenxing Li	13768
Juan Wang	16832
Yuga Fujinoki	11235
Gary Steri	7073
Yoshitaka Torii	15577
Marc Pollefeys	2699
Emma Yann Zhang	17794
Ayça Yalçin Özkumur	16512
Ebrahim Afjei	19619
Yuan-Chih Chang	13496
Vitor Monteiro	16689
Lifeng Zhou	18853
Jia Zhou 0003	1217
Kok-Lim Alvin Yau	15545
Gook Hwa Cho	1832
Avirup Das	19292
Jianfei Wang	1720
Miklas S. Kristoffersen	63
Mohamed El-Tarhuni	19861
Farah Adeeba	5554
Alexander J. Casson	4855
Huan-Ting Chen	19713
Sasanka Roy	10512
Hyewon Seo	3698
Hossein Lotfi	9610
Ivan Miro Panades	14654
Juhnyoung Lee	15446
Ai-Chun Pang	15157
Sheng Bao	18641
Zhihui Lai	17364
Carlos Alberto Canesin	14638
Mun-Hooi Khong	12870
Alireza Fatehi	10527
Yujie Wang	10761
Lorenzo Luciano	5286
Franco Loi	4709
Tehmina Amjad	603
Aidong Men	12137
Paolo Rocca	8349
Hujun Bao	15669
Pingzeng Liu	6789
Wonseo Lee	11755
T. Varsha Ram	14966
Johan Paratte	2791
Yangyang Yan	17331
Guohai Liu	19793
David B. Gerritsen	10444
Krikor B. Ozanyan	15366
Gaetano Bazzano	19185
P. D. Shendge	14627
Bryan S. Morse	17022
Antonio-Javier García-Sánchez	11232
Daisuke Mitsunaga	7588
Jeonghyun Kim	6690
Yueyang Teng	2597
Hajime Kajita	3943
Sai Huang	14137
Toru Namerikawa	12493
Heather McKinnon	14521
Feyza Keceli	17708
Friedrich Fraundorfer	13437
Ayush Agrawal	19151
Marian Florin Ursu	13728
Beatrice Rossi	15244
Yue Yang	105
Danilo Di Mascio	15578
Shannon Cuykendall	19479
Hongbin Chang	19344
Jonathan Dean	9189
Kerry Mallan	6027
Justin Patton	12222
Pedram Azari	2392
Sasa Cirkovic	13156
Ali Madady	7242
Samuel Burri	12513
Benjamin Noack	13072
Baoqing Xu	11488
Meng Li 0004	12429
Yi-Gon Kim	7101
Ted Selker	10368
Samir A. Rawashdeh	15508
Yuan Lei	16201
Jixiang Guo	1653
P. Balasubramaniam 0001	19529
Chaofang Hu	3153
Marriam Khan	8544
Harald Kosch	4967
Naida Ding	13711
Haochen Du	2265
Teresa Arroyo	18030
Matti Nelimarkka	1327
Boyu Zhang	18337
Hani H. Saleh	2478
Hyunsu Hwang	1723
Ueli Angst	7816
César A. Silva	2654
Mercedes Gallego de la Sacristana	5765
Jeffrey H. Lang	6238
Mohamed Abuhelala	9062
Fazlullah Khan	9705
Chao-Qing Dai	15720
Xiao Liang 0012	5859
Alberto Tenconi	11685
Andrei Vorobiev	13523
Noof A. Alenazi	8354
Baoqiu Liang	194
Xinxin Du	2127
Mudassir Ejaz	9469
Dajana Cassioli	14264
Johny Montaña	15598
Jinchao Xiao	18718
Nuria Novas Castellano	16954
Guilherme S. Braga	9352
Wen-Tuan Lo	17662
John G. Hartnett	17142
Yuanyuan Zhou	2894
José Corisco	16761
Rafal Baranowski	19642
M. A. Hannan	5346
Youping Huang	9024
Xin-Hong Zhao	19098
Nobukazu Yoshioka	2018
Pedro Izurza-Moreno	12584
Jayadeva	15007
Liquan Shen	6391
Juan Francisco Reinoso Gordo	2436
Jian Yu	14263
Bum-Jae You	1764
Shinichi Kamiyama	6303
Sandesh N. Mate	2445
David Fernández-Amorós	11235
Pradip Sircar	1993
Yushiro Yamashita	16435
Muhammad Siddiqi	16790
Tsung-Jung Liu	10296
Ruoyu Su	12230
Fatiha Djebbar	4411
Kenshi Yoshimura	19184
Xingjian Dong	19802
Dong-Il Dan Cho	3679
Kalhana Colombage	18293
James Kariuki	14759
Roberto Gallo	10405
Jasmine Cashbaugh	7077
Zhenyu Qian	11977
Zhongyuan Zhao	6978
Luis Eduardo Mujica	8041
Giulia Volpe	14525
Muhammad Zeeshan Shakir	4348
Gaopeng Wang	13902
Junhao Ji	17411
Andrew D. Rice	19492
Jesper Møller	19929
Harbax Singh Bhatti	7686
Seungho Yoo	7447
Maged Abdullah Esmail	16567
Wei Hu 0009	430
Benedikt Pittl	13148
Dan Zou	14310
Ahmed Amari	2988
Guozheng Wang	12745
Seung-Hee Chai	604
Soohee Han	6238
Yongsheng Wang	18779
Dohyuk Ha	7184
Gildas Avoine	6424
Rehan Ashraf	10854
Dan Zheng	7956
Hubert Piquet	11305
Victor Garcia-Font	6202
Adam Spiers	3004
Walter Unger	6486
Daoming Xi	11000
Andre Nasr	12675
Tamim Niazi	12230
Serge G. Petiton	2244
Steven McDonagh	14674
Bin Lin	7955
Marco Avvenuti	18000
Tae-Won Chun	4537
Zhufei Chu	4535
Tetsuo Kinoshita	6871
Xuhui Ren	11380
Shigeki Sugano	13966
Ohyun Jo	14267
Xiaobo Chen	14656
S. Krishna Chaitanya	8334
Fang-Hsin Chen	15955
Dan Sun	16025
Sazlinah Hasan	8463
Jeanette Kopte	13232
Shun Chen	5547
Steven W. Su	16196
Chandrasekhara Bharath Panathula	19182
Keita Furukawa	16487
Arka Ghosh	19257
Kinkar Chandra Das	19607
Zheng Yan 0001	8510
Rob Ashmore	18316
Edwin Loeff	992
Fukun Liu	6212
Eya Barkallah	13209
Byeong Ha Lee	4604
Guihai Yan	10373
Jian Wu	19239
Eulalia Martínez	7515
Ali Khalajmehrabadi	1465
Oganeditse A. Boikanyo	14028
Guohua Lu	5851
C. Díaz Muñiz	12508
Changbin Wu	11271
Mar González-Franco	5014
Martin Lastovicka	14658
Moussa Ayyash	17976
Taeyang Kim	19291
Daniel S. Correa	7394
Gultekin Gulsen	3051
Mujeeb ur Rehman	15125
Colin Fitzpatrick	7634
Hamid Soltani	10359
Chantal Cherifi	12689
Ashok Singh Sairam	11809
Rasmus Stenholt	8684
Yong Yuan	3451
Sayed Morteza Saghaeian Nejad	7335
Kaveh Pahlavan	18941
Serge L. Van Sint Jan	4757
Thomas Nann	9597
George Poulios	16933
Calvin Yi-Ping Chao	3101
Thomas Olsson 0002	3930
Anil Misra	6593
Fazel Anjomshoa	2517
Zhicong Huang	13428
Zhongrui Huang	10310
Emmanouil Kafetzakis	437
Xinrong Ji	9283
Mohamed Abid	4318
Kai Shuang	13079
Bruno Araújo	13645
Guoyong Dai	13778
Kunpeng Zhu	14637
Mohamed Orabi	13728
Daisuke Iwai	14250
Anne-Katrin Mahlein	19348
Zhiyao Huang	265
Kerstin Schill	9452
John Shield	10382
Tianchen Liang	4417
Sergio Postigo Pozo	18198
Jon G. Rokne	16758
Ping Zhang 0003	4815
Clive Parini	16043
Mohamed Hossam Ahmed	552
Yacine Bellik	18114
Nils Jäger	2232
Jakob Engel	5802
Antonella De Angeli	7879
Antonio M. G. Tommaselli	9481
Konstantinos N. Plataniotis	6276
Jie Chen 0015	523
Jong Won Lee	12070
Irina Wächter-Stehle	9802
Imtiaz A. Taj	17976
Zhenxiang Yi	6683
Manoj Ranaweera	361
Tinglin Zhang	7248
Pisitpol Chirapongsananurak	6507
Marco Jacobi	1514
Marcel Schäfer	13800
Jiaju Ma	4867
Radim Tylecek	15837
John M. Pecarina	19212
Fabio Molina da Silva	3875
Panagiotis D. Bamidis	1634
Eoin O&apos;Connell	15265
Andrea Bottino	11233
Richard Sheridan	10041
Andrea Cusano	12632
Seungcheol Choi	5721
Takeshi Yoshimura	3431
Jingpei Yang	6199
Thom Bogaard	13762
Shuxue Ding	18217
Jonne Arjoranta	8582
Shunsuke Nemoto	6684
Jolanta Krystek	11521
Mehran S. Fallah	7396
Daniel Huber	9239
Youhei Kajita	16505
Tilbe Göksun	7108
Yongzhao Du	4203
Jason Helge Anderson	14212
Hossein Madadi	13443
Dunjun Chen	9449
Tanghuai Fan	12629
Lydia Lawand	2322
Jérôme Leclère	2876
Annakaisa Kultima	5899
Krishna Kumar	15792
Andrew C. Simpson	19768
Mónica Jara	4705
Thomas Weiland	8670
Luhua Cheng	5536
Yuseok Ban	13560
Hussein M. ElAttar	11618
Richard O. Sinnott	17061
Jingdun Jia	17668
Jim Tørresen	9670
Chan Sam Park	16313
Dylan Dah-Chuan Lu	5670
Aurélie Hurault	13568
Luyi Bai	4867
Yanwen Jiang	17094
Evgenia F. Adamopoulou	15084
Pierre Sicard	18051
Anxi Wang	12950
Richard Chulwoo Park	15302
Shin Fujiwara	9455
Piotr Nowakowski	14175
Paolo Dosso	5984
Dmitri Kuzmin	11034
Eileen Hao Yu	6048
Shen-Li Chen	15119
Mingke Dong	7279
Dipankar Raychaudhuri	15799
Masaharu Kobayashi	8520
Manuel Alvarez-Campana	14614
Qianlong Lan	19826
Sung-Chan Jang	1209
Tianyi Zhou	11187
Rakesh Tripathi	8548
Jooyoung Oh	12577
Jan Pasek	4817
Dagadu S. More	3489
John P. Collomosse	6151
James C. Barnard	1883
Igor Bertello	5929
Nils Albartus	13754
Hao-Tien Daniel Lee	14470
Roger Gules	18423
Maddalena Strumia	4609
Di Zou	11716
Jakob Stoustrup	9121
Yee-Hong Yang	13934
Yunming Wang	14462
Nur Rasyid Bin Sulaiman	16796
Simin Mao	10286
Ákos Balázs	5049
Zhongyong Zhao	8983
Jean-Michel Tarlet	8649
Ghasem Pasandi	10496
Adnan Mian	11353
Yew Ming Yeap	4328
Apostolos C. Tsolakis	10055
Shaohui Zhang	1556
Toshiki Saitoh	7091
Stephen Wang	1066
Allan J. Walkey	5543
Beatriz Aja	15005
Jintao Zhang	279
Carlos Fernández-Llatas	814
Roch Auburtin	3937
Zhong Chen	5160
Abhijeet Bishnu	8139
Gayathri Garimella	2012
Junkang Ni	2698
Shu Cai	11585
Maaike M. Visser Taklo	12995
George N. Korres	14178
Angel X. Chang	1264
Kyungjun Cho	16605
Jean-Marie Normand	12607
Chuan Lyu	691
Pervez Khan	9507
Alessandro Carcangiu	5011
Petteri Lundén	3364
Oladotun Omosebi	7772
Changjun Jiang	8473
Ryusuke Sagawa	9948
Weilin Ye	484
Di Yang	11381
Junjie Yang	1044
Dirk Van Hertem	18563
Divyank Barnwal	4334
Chinguun Bold	11473
Ilhem Slama-Belkhodja	6631
Carl Gowen	16171
Hugo Valderrama-Blavi	7305
Byung-Chull Bae	1006
Sabo Miya Hassan	14969
Miguel A. Prada-Delgado	19851
Regina Padmanabhan	8502
Walter Simson	11865
Jong-Moo Kim	1936
Cheng Cheng	15021
Qingyi Hua	7345
Xiaoguang Chen	19942
H. Li	15828
Man Su	17815
Ruta Kambli	14981
Claudio Vidal	6354
Florent Bruguier	2087
Ebrahim Momoniat	8131
Dana Hughes	15761
Qingyu Li	16645
Mario Ferri de Collibus	5564
Lambert Wanninger	3749
Michael J. Howell	17010
Felwah Alqahtani	14741
Yunjing An	18909
Boriana Koleva	16311
Zhiwei Liu	11295
Hua Wei	10440
David R. Cave	10779
Andreas Mäder 0001	13784
Danlei Yan	2045
Fritz Kretzschmar	14371
Hanbing Yao	3610
Julia Kroll	12726
Shuo Zhang	19008
P. Tamilalagan	2353
Abhijit Bhattacharya	16258
Louis-A. Dessaint	1435
David Benyon	11345
Tingting Shen	1440
Bogdan D. Opris	9145
Jimmy C.-H. Peng	19161
K. V. S. Hari	19525
Hideki Tanaka	19427
Dong Han	3255
Matthew O. Adigun	11979
Juan Wu	5946
Valérie Issarny	9196
Bing Song	14754
Hiroko Uchiyama	13220
Luxia Ouyang	13407
Santiago Iturriaga	15236
Ou Bai	1817
Xiujie Zhao	1000
Aleksandar Radu	1355
Chunting Chris Mi	13821
Makoto Mizukami	17953
Bryan Ressler	12965
M. Manikandan	3786
Hannah Gould	2721
Xudong Wu	832
Yangjun Wang	10859
Shivam Bhasin	11825
Yuya Nishio	12984
Ann Morrison	9384
Leonardo Amet	3959
Markus Lammers	14762
James Davis 0001	18329
Xin Y. Xu	5213
Robert Olejník	9993
Sebastian Topczewski	12506
Manuel Ottaviano	8535
Youngjong Ko	19055
Wendong Zhang	19074
Diptikalyan Saha	19644
Andreas Rau	12232
Maria Jose Jimenez	2697
Athanasios Dasios	3073
Hui Gu	8924
Sriram Sivaramakrishnan	1172
Antonio de la Oliva	9559
Di Guo	11929
Xiaoliang Jin	6854
Tao Jing	12586
Pau Closas	15818
Nanjun Lu	19394
Haekwan Oh	19156
Daniel Madroñal	8665
Yong Wang 0010	16307
Xin Wu	3914
Fahiem Altaf	14008
Muinul Banna	19850
Tesfaye Waryo	519
Paolo Bettini 0001	6488
Tian He 0004	18383
Zongbin Ye	12785
Yongjun Zheng	257
Sukumar Nandi	5144
Andy Chit Chiow Tan	1036
Claire Gauzente	12946
C. Brunet-Manquiat	17539
Yasin Asar	9729
Francisco Esquembre	9978
Siew Fan Wong	14167
Miguel Ángel Pérez Toledano	2408
Kevin Lee	4501
Robert W. Stewart	16851
Jingliang Lv	19739
Jennifer Howcroft	6834
Mohamed S. A. Dahidah	4266
Aly A. Farag	12239
Mei Song	7887
Markus Feulner	10615
Zheng Gong	5511
Guozhong Dong	11961
Che-Lun Hung	18395
Omar Hiari	4459
Linling Tang	13800
Huali Wang	685
Wenjuan Cui	16146
Huiting Xu	15277
Amir Nakib	5624
Yingnan Ma	5513
Kathrin Gerling	12463
Congo Tak-Shing Ching	19360
Chun-Lung Hsu	11823
Usama Anwar	4716
Chengyun Zheng	16518
Rong Zhang 0001	1186
Kevin Fan	12523
Gerald Brenner-Weiß	86
Yuling Luo	19214
Che-Yu Lu	16309
Robert Williger	3794
Yang Pan	13146
Wen Dong 0006	2578
Chris Stevens	19031
Luis Enrique Acosta	5136
Demóstenes Zegarra Rodríguez	9820
Mounir Zarai	12794
Yoshiyuki Shinkawa	17820
Turki A. Alghamdi	14549
Jean-Luc Lutton	18434
Remigiusz Baran	2968
Hailin Cao	9138
Xiaoye Zhou	2976
Kuan Tak Tan	6744
Jiangchao Qin	13883
Abigail C. Durrant	18356
Kohki Yanagimura	18160
Aaron Harwood	5556
N. Sowmiya	13310
Fuyong Lin	16695
Lionel Natarianni	663
Hongliang Cui	2496
Yonghong Tan	3397
Kelum A. A. Gamage	9861
Alisa L. Gallant	13015
Chaoxun Shang	743
Domenico Asprone	118
Bryan S. Morse	7780
Antonio Jimeno-Morenilla	5366
Thomas Rieder	3093
Daniel Schmitz	656
Mohamad Faris Mohamad Fathil	3292
Bo Beltoft Watz	8493
Xiaorui Chen	12698
Majed H. Al-Hameed	9637
Ming Yam Chua	3918
Henry Leung	1025
Kenta Koiwa	9141
Katherine Mary Webberley	17392
Peichang Zhang	10953
Gianni Porto	17509
Jiuling Liu	16910
Delong Cui	1267
Yu Gong	10895
Genshe Chen	17229
Kiichi Niitsu	16367
Shoichi Furukawa	9245
Lu Han	12920
Jing Tao	2540
Li Yan	14266
Zhengyan Ding	6576
Ghavam G. Shahidi	15214
Peng Bao	6710
R. García-Gutiérrez	6958
Frank Schebesch	16523
Artur Zarzycki	2321
Kannan M. Moudgalya	6771
H. Felix Wu	13843
Carlos Andrés Ramos-Paja	19553
Adarsh Kowdle	4212
S. R. Alavizadeh	7862
Gunther Notni	2599
Chuei-Tang Wang	1766
Thulasiram Jonna	4495
Rubén Torres	19837
Heyang Liu	47
Chi-Yuan Lee	5582
Shahid Hussain	9422
Vasileios Argyriou	11904
Hui Hu	15012
Ligu Zhu	4081
Farid Tootoonchian	7857
Xingliang Jiang	9231
Akira Iwasaki	10399
Oliver Cooley	1612
Peggy John	15581
Junyi Jiang	2162
Junhui Huang	15826
Ana I. Pascual	16841
Francisco José García-Peñalvo	10583
Paul A. Dalgarno	14187
Asta Guobiene	9515
Rui Cai	9551
Jing Xu 0001	10456
Numan Celik	13812
Chandra Sekhar Sekhar	14531
Dongxiao Tang	10454
Eric Paulos	11762
Chenzhong Bin	4027
Hyundong Shin	6293
Mohammad Maroufi	9591
B. G. Rodrigues	10245
Min-Jae Kim	19232
Maryam Aliee	8358
Hongjiang Wei	8068
Woosub Youm	13630
Shen Wang	5477
Agustín Trujillo	5781
Ivan Lazzero	7371
Xiao Long Chen	4797
L. W. Zhang	14225
Younghwan Yoo	1814
